FamilyID	Skow<1>	Anja<2>	Arub<3>	Spur<4>	Ajap<5>	Blan<6>	Cint<7>	Ebur<8>	Cmil<9>	Cpla<10>	Leri<11>	Drer<12>	Sorb<13>	Lcha<14>	Pann<15>	Rbiv<16>	Gser<17>	Muni<18>	Pwal<19>	Bbom<20>	Xtro<21>	Xlae<22>	Sbom<23>	Bbuf<24>	Npar<25>	Rtem<26>	Oana<27>	Mdom<28>	Hsap<29>	Clup<30>	Ttru<31>	Emac<32>	Ctig<33>	Acar<34>	Tgut<35>	Ggal<36>	Amis<37>	Asin<38>	Ggan<39>	Cpor<40>	Psin<41>	Pmeg<42>	Tcar<43>	Cpic<44>	Cser<45>	<46>	<47>	<48>	<49>	<50>	<51>	<52>	<53>	<54>	<55>	<56>	<57>	<58>	<59>	<60>	<61>	<62>	<63>	<64>	<65>	<66>	<67>	<68>	<69>	<70>	<71>	<72>	<73>	<74>	<75>	<76>	<77>	<78>	<79>	<80>	<81>	<82>	<83>	<84>	<85>	<86>	<87>	<88>	<89>
OG0000038	34	22	16	13	13	10	1	6	3	2	1	12	19	7	3	23	4	1	89	5	4	18	8	30	4	20	1	2	5	3	3	2	1	1	1	1	1	1	1	1	1	0	1	1	1	8	16	16	15	14	8	6	6	6	3	2	6	12	6	6	6	9	9	6	12	11	11	11	11	11	11	2	2	2	3	3	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0000039	71	33	20	46	26	42	23	18	18	11	8	20	22	19	29	27	21	27	46	30	33	45	29	30	28	29	10	19	12	15	8	32	23	37	8	14	24	27	14	12	25	16	24	27	24	9	28	29	29	30	18	19	19	20	16	13	21	21	22	22	23	26	26	26	28	30	30	33	30	30	30	21	16	16	14	14	21	26	26	21	20	16	20	20	19	22	22	22	22
OG0000040	20	17	18	17	23	16	9	24	24	24	20	36	38	27	26	24	25	26	29	25	29	56	26	25	26	25	23	21	23	31	26	25	25	24	23	28	25	25	22	23	25	26	25	25	22	9	14	16	17	18	11	12	21	25	24	23	26	33	26	26	26	26	26	26	26	27	27	32	27	27	27	25	24	24	25	25	25	25	25	25	25	25	24	24	24	25	25	25	25
OG0000041	0	1	3	8	6	4	3	4	4	2	4	15	10	50	3	9	9	8	8	31	8	6	10	46	7	48	2	2	4	5	5	8	3	38	2	2	7	7	4	11	5	1	8	6	8	3	3	3	4	5	3	3	4	6	4	4	8	10	8	8	8	9	9	9	9	15	15	10	16	17	18	6	4	4	4	4	6	7	7	6	6	3	6	6	6	6	6	6	6
OG0000042	20	25	15	26	31	27	12	21	26	25	28	38	34	29	30	28	28	29	34	26	30	45	26	27	27	26	23	20	25	32	27	27	24	26	23	24	28	26	23	24	26	30	28	27	24	9	16	20	21	24	14	15	21	27	27	27	28	33	28	28	28	28	28	28	28	28	28	31	28	28	28	26	25	25	26	26	26	26	26	26	26	25	26	26	26	26	26	26	26
OG0000043	19	24	17	26	20	35	23	18	24	24	24	29	33	25	25	26	25	27	25	24	24	46	23	24	22	22	21	22	19	28	18	22	25	22	19	17	21	22	16	18	18	22	23	21	21	9	15	18	19	20	18	19	21	24	24	24	24	28	24	24	24	24	25	25	24	24	24	27	24	24	23	22	22	22	22	22	22	22	22	21	21	20	20	20	20	21	21	21	21
OG0000046	44	16	12	19	40	28	5	15	15	24	22	25	24	25	20	15	15	16	19	19	15	23	17	16	19	20	13	12	13	21	13	15	16	16	15	17	20	16	15	15	18	14	16	15	18	9	18	18	18	21	11	11	15	19	19	20	19	22	19	19	17	17	16	16	17	18	18	18	18	18	18	16	15	15	15	15	16	16	16	16	16	16	16	16	16	16	16	16	16
OG0000047	25	16	12	28	14	25	11	10	6	6	7	13	22	12	10	8	6	5	26	21	25	28	23	21	15	23	2	4	3	3	3	4	4	5	3	5	6	6	4	5	5	6	6	5	8	9	14	15	15	16	11	11	10	10	7	7	10	14	10	10	10	11	8	7	15	20	20	23	20	20	20	5	4	4	3	3	5	5	5	5	5	5	5	5	5	5	5	5	5
OG0000048	51	74	43	29	54	46	16	17	20	17	18	28	21	16	20	19	18	18	20	19	18	37	17	17	16	17	16	16	16	15	15	16	15	14	16	20	19	18	15	20	17	17	21	17	17	9	35	44	43	42	16	16	17	18	18	18	18	21	18	18	18	18	18	18	18	18	18	21	18	18	18	17	16	16	16	16	17	16	16	17	17	17	17	17	17	17	17	17	17
OG0000049	1	2	6	1	2	19	37	29	33	25	21	22	27	19	22	19	16	16	19	19	19	28	19	19	22	17	12	15	15	23	15	18	18	16	11	20	20	21	17	15	18	18	18	18	24	6	3	3	3	2	15	21	23	22	24	24	22	23	21	21	19	19	18	18	19	20	20	21	20	20	20	18	17	17	17	17	18	18	18	18	18	17	18	18	18	18	18	18	18
OG0000050	7	60	38	11	6	28	3	12	23	31	30	44	72	25	35	20	19	21	24	23	22	38	22	22	19	19	21	21	23	27	23	23	21	19	20	23	19	20	19	17	17	20	20	21	15	9	11	21	20	14	11	11	15	25	26	27	26	44	26	26	23	23	21	21	23	23	23	25	23	23	22	22	22	22	23	23	21	21	21	21	21	21	20	20	20	20	20	20	20
OG0000051	12	18	7	10	13	35	4	8	9	10	9	19	22	11	10	9	9	10	9	12	10	24	10	10	10	10	9	8	9	9	10	10	11	10	11	10	11	10	9	11	9	10	10	10	11	9	10	11	11	11	10	9	9	10	10	10	10	17	10	10	10	10	10	10	10	11	11	12	11	11	11	10	9	9	9	9	10	10	10	10	10	10	10	10	10	10	10	10	10
OG0000053	39	24	16	40	54	51	41	18	16	14	19	18	18	15	16	11	9	9	27	14	13	23	13	13	15	22	14	9	13	14	12	10	11	17	13	11	13	13	11	15	11	10	16	13	13	9	22	25	27	35	21	22	18	16	16	16	16	17	16	16	15	15	12	11	15	15	15	16	15	15	16	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13	13
OG0000054	14	33	20	36	37	17	10	26	25	29	26	29	32	30	28	28	26	28	36	30	28	42	28	30	31	27	26	25	26	39	26	27	27	25	25	25	30	30	24	23	29	25	34	28	28	9	15	24	26	30	12	13	22	27	27	27	28	29	28	28	28	29	28	28	29	30	30	32	30	30	30	27	27	27	28	28	27	27	27	27	27	26	27	27	27	28	28	28	28
OG0000055	13	14	14	14	13	16	16	22	26	28	23	27	27	30	29	30	26	26	27	27	26	61	25	26	24	27	24	23	26	34	27	24	25	25	25	24	25	25	19	20	22	27	26	25	25	9	11	13	13	13	13	15	21	26	26	26	26	27	26	26	26	26	27	27	26	27	27	31	27	27	27	25	25	25	27	27	25	25	25	25	25	25	24	24	24	25	25	25	25
OG0000056	20	33	12	62	40	42	47	5	23	19	24	16	14	13	27	13	9	11	18	28	17	26	17	17	17	20	19	14	20	27	16	14	22	21	13	14	28	30	12	9	20	15	32	30	34	9	18	25	27	36	20	22	17	18	20	20	18	16	18	18	18	18	14	13	18	19	19	20	19	19	19	19	19	19	20	20	19	19	19	19	19	16	19	20	17	22	23	23	23
OG0000060	35	3	16	66	22	26	0	3	6	16	39	31	28	7	6	6	3	8	17	7	10	10	7	9	7	10	4	3	22	9	6	9	3	5	8	5	4	5	8	6	8	10	9	10	4	9	15	15	19	25	9	7	7	10	11	16	10	23	8	8	8	8	7	7	8	8	8	9	8	8	8	7	7	7	8	8	7	7	6	7	7	7	6	6	6	8	8	8	8
OG0000062	55	40	29	29	62	40	18	33	39	44	36	33	31	20	33	42	26	27	59	34	51	74	29	38	31	39	16	12	16	27	13	20	23	21	16	26	31	26	13	12	27	30	25	26	47	9	30	34	35	37	19	20	28	30	35	36	30	31	30	30	30	33	32	31	35	37	37	48	37	37	36	24	19	18	18	18	24	23	23	24	24	23	23	23	21	26	27	27	27
OG0000063	4	0	1	0	3	5	0	36	0	0	0	1	73	1	0	0	0	0	15	2	2	3	0	6	1	6	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	3	1	1	1	3	3	5	2	0	0	2	7	1	1	1	1	0	0	2	2	2	2	2	2	2	1	0	0	0	0	1	0	0	1	1	0	1	1	1	0	0	0	0
OG0000064	16	10	13	12	15	11	10	19	23	26	26	39	38	27	28	28	28	28	32	29	28	56	26	27	26	25	25	21	26	29	25	30	32	22	23	24	21	22	21	21	19	27	29	27	27	9	11	11	12	12	10	11	19	26	25	25	27	34	27	27	27	28	28	28	28	28	28	32	28	28	27	26	25	25	26	26	26	27	27	26	25	25	23	23	23	26	26	26	26
OG0000066	10	10	11	21	9	25	7	4	4	5	4	5	5	4	10	3	3	3	11	5	6	12	3	3	6	4	5	7	5	8	3	7	7	7	3	3	3	4	3	3	4	4	3	4	3	8	9	10	11	11	8	7	5	5	5	5	5	5	5	5	5	5	3	3	5	5	5	6	5	5	5	5	5	5	5	5	5	6	6	4	3	3	3	3	3	4	4	4	4
OG0000067	0	17	10	17	10	7	0	4	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	10	11	11	3	2	2	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0000068	12	17	14	16	18	16	14	17	22	21	19	27	26	18	21	23	22	24	20	24	20	33	19	20	19	21	17	19	19	31	18	22	22	21	19	20	19	22	17	17	22	19	20	22	19	9	12	14	15	15	12	13	17	20	20	20	20	24	20	20	20	20	22	22	20	21	21	23	21	21	21	20	20	20	21	21	20	21	21	20	20	20	19	19	19	20	20	20	20
OG0000069	28	16	22	19	17	34	5	12	10	13	10	18	20	14	15	15	12	14	18	13	14	22	13	13	14	14	13	12	13	16	15	14	14	13	11	11	11	11	10	11	13	13	15	15	12	9	16	17	18	18	11	11	12	13	12	12	14	17	14	14	14	14	14	14	14	14	14	15	14	14	14	13	13	13	14	14	13	13	13	13	12	12	11	11	11	13	13	13	13
OG0000070	0	7	15	40	83	6	39	3	4	5	4	15	7	4	9	6	6	6	11	21	10	15	14	18	20	18	7	4	6	6	4	5	4	4	2	4	5	5	3	3	4	4	4	4	4	7	7	10	19	36	7	8	6	6	5	5	6	8	6	6	6	7	6	6	9	15	15	14	15	15	16	5	5	5	5	5	4	4	4	4	4	4	4	4	4	4	4	4	4
OG0000071	6	19	5	16	13	34	3	0	0	0	0	0	0	9	0	0	16	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	8	11	11	12	7	4	1	1	0	0	1	0	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OG0000072	17	15	13	20	20	19	12	13	18	18	17	15	17	15	15	15	15	14	20	15	17	29	16	18	15	15	15	17	16	19	16	15	16	17	15	15	15	16	15	15	16	11	16	15	15	9	13	14	15	17	12	12	14	16	17	17	16	16	16	16	16	16	15	15	16	16	16	18	16	16	16	16	16	16	16	16	15	15	15	15	15	15	15	15	15	15	15	15	15
OG0000073	10	9	9	11	12	12	9	20	21	26	22	30	32	22	21	21	21	21	25	24	27	40	20	21	23	24	19	17	22	26	21	21	23	15	15	30	21	16	15	15	18	21	25	18	19	9	10	10	10	10	10	11	18	22	22	22	22	27	22	22	22	22	22	22	22	23	23	27	23	23	23	21	21	21	22	22	20	20	20	20	20	20	18	18	18	20	20	20	20
OG0000074	10	16	8	16	33	5	6	17	13	17	11	31	10	14	30	17	14	17	38	30	51	38	25	34	38	30	10	8	12	17	10	13	12	16	13	14	28	27	9	12	19	24	20	27	41	8	10	13	14	17	8	8	14	16	15	15	17	18	17	18	18	20	18	18	24	30	31	37	31	31	32	17	13	13	13	13	17	15	15	17	17	16	17	18	16	20	22	22	22
OG0000075	8	12	17	14	18	13	16	16	21	23	23	22	19	17	22	16	17	17	22	17	18	40	14	13	13	16	19	17	22	39	32	18	21	19	17	18	15	16	13	14	17	16	17	20	17	9	10	12	14	14	11	13	16	19	20	21	19	20	19	19	18	18	17	17	18	17	17	20	16	16	16	18	20	20	25	26	18	18	18	18	18	18	16	16	16	18	18	18	18
OG0000076	9	13	5	15	4	11	6	10	11	10	11	20	21	15	20	17	15	16	16	18	18	33	19	17	14	19	14	19	15	25	14	16	17	16	14	15	14	18	15	18	15	17	15	18	17	8	8	8	8	8	8	8	11	14	12	12	16	19	16	16	16	16	16	16	16	18	18	20	18	18	18	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16	16
OG0000078	20	12	14	13	12	16	7	22	24	28	25	34	34	26	26	25	25	26	29	33	40	66	41	42	33	41	25	22	25	33	25	25	23	20	27	28	25	24	21	19	20	25	25	23	24	9	12	12	12	12	11	11	20	25	25	25	26	31	26	26	26	27	26	26	28	36	38	43	38	38	38	25	25	25	26	26	24	23	23	24	24	25	23	23	23	24	24	24	24
OG0000079	19	15	15	21	25	17	13	8	18	14	19	16	15	20	14	17	14	15	22	16	16	24	13	14	17	16	14	15	16	22	15	15	13	14	13	14	14	15	12	11	14	16	13	14	13	9	14	16	17	19	11	11	12	16	16	16	16	16	16	16	16	16	16	16	16	16	16	17	16	16	16	15	15	15	16	16	14	14	14	14	14	14	14	14	14	14	14	14	14
OG0000080	4	1	2	7	9	9	10	8	18	15	16	24	17	14	19	19	14	18	23	27	16	27	19	19	21	22	24	27	32	38	29	33	16	26	21	20	24	29	18	18	22	20	25	26	23	5	4	4	4	6	7	9	11	17	17	17	18	19	18	18	20	20	19	18	20	21	21	21	21	21	21	22	25	26	30	30	22	23	23	22	22	22	22	22	22	22	22	22	22
OG0000081	10	5	10	7	10	8	6	13	6	6	6	5	7	6	8	10	7	7	7	8	6	12	6	5	5	5	7	7	8	10	7	7	7	7	7	7	8	7	7	7	6	7	8	7	7	7	7	7	8	8	7	7	8	7	6	6	7	7	7	7	7	7	7	7	7	7	7	7	6	6	6	7	7	7	8	8	7	7	7	7	7	7	7	7	7	7	7	7	7
OG0000083	10	5	7	4	11	7	6	16	15	12	10	13	20	8	14	9	8	12	10	10	7	11	7	7	7	14	15	15	11	14	14	20	38	35	11	9	13	16	9	13	9	9	21	23	18	7	7	7	7	7	7	7	11	12	12	12	12	14	12	12	12	11	10	10	11	9	9	9	9	9	9	14	14	14	14	14	15	22	25	15	14	12	13	13	13	15	15	15	15
OG0000085	16	14	10	14	25	24	9	30	32	26	19	28	27	22	22	23	21	25	25	20	19	29	35	20	22	20	21	19	19	26	19	21	23	20	21	24	22	24	19	19	20	22	23	23	25	9	12	13	13	15	13	14	22	23	24	24	23	26	23	23	23	23	23	23	23	23	23	23	23	23	22	22	21	21	21	21	22	22	22	22	22	22	22	22	22	22	22	22	22
OG0000086	10	8	9	13	10	10	6	20	21	18	19	27	26	21	20	20	20	19	19	19	18	41	18	18	18	18	16	15	16	18	16	17	18	21	16	21	16	17	17	21	17	17	22	20	16	9	9	9	10	10	9	9	16	19	19	19	19	23	19	19	19	19	19	19	19	19	19	22	19	19	19	18	17	17	17	17	18	18	18	18	18	18	18	18	18	18	18	18	18
OG0000087	10	6	4	14	9	18	6	11	16	28	14	18	13	13	16	12	11	11	16	10	22	29	13	10	10	16	10	11	9	13	9	11	12	6	6	8	11	12	7	6	9	8	8	14	12	8	8	8	8	9	9	9	11	14	16	17	14	15	14	14	13	13	12	12	13	13	13	19	13	13	13	11	11	11	11	11	10	10	10	10	10	9	10	10	10	10	10	10	10
OG0000088	17	34	13	17	32	17	8	12	15	14	12	26	12	8	15	13	9	8	9	10	13	22	11	9	10	10	14	21	17	20	16	13	13	16	16	20	21	16	16	17	16	9	21	22	25	9	15	19	19	20	10	10	12	13	13	13	13	15	13	13	13	12	11	10	12	11	11	13	11	11	11	16	17	17	17	17	16	15	15	17	17	17	17	17	17	18	18	18	18
OG0000089	0	0	0	0	1	1	0	1	2	2	2	2	1	2	2	2	2	2	1	2	2	3	2	2	1	1	2	1	2	2	2	2	2	2	2	2	1	2	2	2	1	2	2	2	2	1	1	1	1	1	1	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
OG0000090	9	22	18	37	31	25	7	13	16	19	18	24	28	20	24	22	20	20	29	21	25	41	20	19	22	25	22	21	23	26	18	36	24	31	17	15	22	21	20	18	17	22	27	26	25	9	12	19	22	27	11	11	14	19	18	18	21	24	21	21	22	22	21	21	22	23	23	26	23	23	23	22	22	22	22	22	22	26	26	22	21	19	21	21	21	22	22	22	22
OG0000091	15	12	13	13	16	14	10	22	22	22	22	24	23	22	22	23	22	22	23	23	23	40	22	21	21	21	17	17	19	21	19	18	18	18	19	21	20	19	18	18	18	22	21	21	20	9	11	12	13	13	11	12	18	21	21	21	21	22	21	21	21	21	22	22	21	22	22	25	22	22	22	20	19	19	19	19	20	19	19	20	20	20	19	19	19	20	20	20	20
OG0000092	19	4	22	33	24	32	13	3	6	5	4	9	6	7	14	9	8	11	15	15	13	17	11	18	14	15	8	12	14	13	7	14	5	13	5	4	12	11	7	6	13	10	11	13	7	9	13	14	20	23	11	11	8	8	6	5	8	8	8	9	10	10	10	10	11	14	14	14	14	14	14	10	10	10	10	10	10	10	10	10	9	6	9	9	9	10	10	10	10
OG0000093	3	31	2	5	12	12	17	3	6	6	6	5	5	6	10	7	8	8	10	6	9	15	7	7	9	6	4	8	7	4	5	6	6	6	5	6	7	8	7	7	4	4	5	5	3	7	7	9	8	8	8	8	6	6	6	6	6	5	6	6	6	7	7	7	7	7	7	9	7	7	7	6	6	6	6	6	6	6	6	6	6	6	7	7	7	5	5	5	5
OG0000094	5	9	8	9	9	20	8	21	17	18	16	23	28	16	19	19	17	18	25	17	15	33	17	17	20	15	14	15	15	18	15	18	18	20	19	20	21	18	15	15	17	19	19	21	19	8	8	8	8	8	11	11	17	18	18	18	18	22	18	18	18	18	18	18	18	18	18	19	18	18	18	18	16	16	16	16	18	18	18	18	18	18	18	18	18	18	18	18	18
OG0000095	15	6	12	19	49	13	15	5	8	8	4	5	6	5	5	6	6	7	7	8	5	7	5	9	5	5	4	11	4	4	5	4	5	4	5	4	5	4	3	4	3	3	4	5	4	9	11	11	15	20	9	9	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	5	5	5	5	5	4	4	4	4	4	4	4	4	4	4	4	4	4
OG0000096	0	1	0	2	1	0	0	7	0	0	9	0	0	0	12	6	3	25	0	50	0	3	0	0	0	2	0	0	0	0	0	0	0	1	0	0	9	1	1	0	0	0	0	0	0	1	1	1	1	1	1	1	2	2	2	2	2	0	2	2	2	2	5	5	2	2	2	2	1	1	1	1	0	0	0	0	1	1	1	1	1	0	1	1	1	0	0	0	0
OG0000097	2	1	1	2	4	26	5	23	27	22	23	28	28	23	29	25	25	26	46	38	32	60	41	40	40	40	38	25	38	47	26	39	30	31	26	34	29	37	13	15	20	30	30	32	26	5	3	2	2	2	10	10	20	25	25	24	26	27	27	27	30	31	28	28	34	39	39	41	39	39	39	30	32	32	34	34	30	31	31	29	29	29	27	27	24	29	29	29	29
OG0000098	11	17	4	20	3	24	12	3	5	4	4	7	7	5	5	4	4	4	4	4	4	8	4	4	4	4	5	7	7	7	6	4	4	4	4	3	5	5	4	5	5	5	5	5	4	9	10	10	9	9	10	10	5	5	5	5	5	6	5	5	5	4	4	4	4	4	4	4	4	4	4	5	6	6	6	6	5	4	4	5	5	4	5	5	5	5	5	5	5
OG0000099	10	10	10	26	14	4	12	14	15	25	27	9	9	21	14	20	23	24	27	14	9	13	11	11	8	8	16	28	17	22	18	27	20	21	9	15	20	19	19	19	13	18	20	21	12	9	10	11	12	14	9	11	14	17	18	21	17	11	17	17	18	18	20	21	18	13	12	12	12	12	10	18	19	19	19	19	18	20	20	18	18	16	19	19	19	18	18	18	18
