Desc	Orthogroup	Anas	Caug	Cqua	Cscu	Dapu	Dgal	Dmag	Dmel	Dpte	Dpul	Dsil	Dste	Eaff	Ebro	Gmae	Hame	Hazt	Hexe	Hhol	Iele	Lpol	Nstr	Pcau	Pchi	Pcla	Popi	Ppac	Ppol	Psam	Ptep	Rimm	Rvar	Smar	Tcal	Tcas	Tqin	Tuco	Znev
(null)	OG0009303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
(null)	OG0009304	3	1	3	2	1	1	1	0	1	1	1	0	8	1	1	2	3	1	2	1	6	2	0	3	3	0	1	4	2	2	1	1	1	3	0	0	0	1
(null)	OG0009309	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	0	0	0	0	0	0	0	0	0	0	0
(null)	OG0009310	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
(null)	OG0009316	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
(null)	OG0009319	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	1	0	0	1	0	0	0	1	0
(null)	OG0009321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
(null)	OG0009324	0	0	0	1	0	1	0	1	0	0	1	0	1	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	1
(null)	OG0009327	0	0	0	0	0	0	0	0	0	0	8	0	0	2	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0
(null)	OG0009328	0	1	1	1	0	0	0	1	0	1	0	0	0	1	0	1	0	0	1	1	1	0	0	0	0	1	0	0	0	1	1	0	1	0	0	1	0	0
(null)	OG0009329	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0
(null)	OG0009330	0	0	0	0	1	1	1	0	0	1	0	0	0	0	3	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	1
(null)	OG0009331	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
(null)	OG0009333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0
(null)	OG0009335	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
(null)	OG0009339	1	1	3	3	2	2	2	2	1	4	2	3	3	0	0	2	2	0	1	2	4	1	1	2	2	2	0	3	1	5	1	0	0	2	2	2	0	2
(null)	OG0009340	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
(null)	OG0009347	0	1	0	25	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	41	2	0	0	0	0	0	0	0
(null)	OG0009349	0	0	0	0	18	17	16	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(null)	OG0009357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(null)	OG0009361	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
(null)	OG0009362	1	1	1	1	0	0	0	0	0	0	0	1	0	0	1	1	1	0	0	0	3	0	0	1	1	1	0	1	1	1	1	0	1	1	0	0	1	0
(null)	OG0009366	2	0	1	3	1	1	1	0	0	1	1	2	1	2	0	1	0	0	0	0	2	0	1	1	1	0	0	0	0	1	2	0	0	1	0	0	0	0
(null)	OG0009367	0	1	0	3	0	0	0	1	0	0	3	0	2	1	2	0	0	0	0	1	1	0	0	0	0	0	1	1	2	2	3	0	1	1	0	1	0	1
(null)	OG0009371	0	0	0	1	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0
(null)	OG0009372	0	0	0	0	0	0	0	1	1	0	1	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	1
(null)	OG0009374	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	1	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0
(null)	OG0009377	0	0	0	0	0	0	0	0	0	0	0	1	0	2	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
(null)	OG0009378	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
(null)	OG0009381	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
(null)	OG0009383	0	0	0	0	0	2	4	0	0	3	0	0	0	0	1	0	0	0	0	2	0	2	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
(null)	OG0009386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	7	0	0	0	0	0	0	0	0	0
(null)	OG0009388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0
(null)	OG0009391	0	7	2	0	11	8	0	0	0	13	0	0	0	0	0	1	0	0	0	0	0	0	0	5	10	0	0	0	0	0	0	0	1	1	1	7	0	1
(null)	OG0009392	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
(null)	OG0009395	0	0	0	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0
(null)	OG0009396	0	0	0	2	0	2	2	0	0	3	0	0	0	0	0	59	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
(null)	OG0009398	0	0	0	0	0	0	66	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(null)	OG0009413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	0	0	0	0	0
(null)	OG0009415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0
(null)	OG0009417	0	0	0	0	0	0	0	0	0	0	0	1	1	1	2	1	0	0	1	0	1	0	1	0	1	1	0	2	3	0	1	0	1	0	0	0	1	0
(null)	OG0009422	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(null)	OG0009425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0
(null)	OG0009429	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1
(null)	OG0009433	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	1
(null)	OG0009434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
(null)	OG0009436	1	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	1	0	0
(null)	OG0009438	1	0	3	1	9	7	7	0	1	6	1	3	3	0	1	2	2	0	2	1	5	0	0	3	2	0	0	1	0	1	3	0	2	2	0	1	0	0
(null)	OG0009443	0	0	0	0	5	0	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(null)	OG0009444	0	0	0	0	0	12	12	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(null)	OG0009448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	4	0	0	1	0	0	0	0
(null)	OG0009455	0	1	1	2	1	1	1	0	0	1	1	1	2	1	1	1	1	0	1	1	1	0	1	1	1	1	1	0	1	1	3	0	1	1	0	1	1	0
(null)	OG0009457	0	1	0	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	1	1	1	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1
(null)	OG0009459	1	0	1	0	0	0	0	0	0	0	0	2	1	1	1	1	1	1	1	0	1	0	0	1	1	0	0	1	0	0	0	1	0	1	0	0	0	0
(null)	OG0009461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
(null)	OG0009462	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	3	0	0	0	0	0	0	0	1	1	0	0	0	1	2	0
(null)	OG0009466	2	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
(null)	OG0009468	0	1	0	0	3	1	1	0	1	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
(null)	OG0009470	0	1	1	2	1	1	1	1	1	1	1	1	2	0	2	1	1	0	2	1	6	1	1	1	1	1	0	1	0	1	1	0	1	1	1	1	1	1
(null)	OG0009474	3	0	1	0	7	8	17	0	0	6	0	0	4	0	0	2	1	0	0	8	0	0	0	2	1	0	0	0	0	0	0	0	0	3	2	1	0	3
(null)	OG0009475	1	1	10	0	3	3	2	2	0	1	0	2	0	0	3	5	6	0	5	3	0	0	0	5	6	0	0	3	0	0	1	0	1	0	2	2	0	2
(null)	OG0009478	0	0	0	0	0	0	4	0	0	1	1	2	0	0	7	0	0	0	7	0	0	13	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
(null)	OG0009482	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	62	0	0	0	0	0	0	0
(null)	OG0009487	0	1	1	1	0	0	0	0	0	0	0	1	2	0	0	0	1	0	1	0	0	0	0	1	2	0	1	0	1	1	1	0	1	1	0	0	0	1
(null)	OG0009490	0	0	2	1	1	1	1	0	1	1	0	1	1	1	1	0	0	0	1	0	1	0	0	1	1	1	0	0	0	1	0	0	1	5	0	0	0	0
(null)	OG0009491	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1	0	0	2	0	0	0	0	1	0	0	2	0	1	0	0	1	0	1
(null)	OG0009492	0	2	0	0	1	1	1	0	0	1	0	0	1	1	2	0	0	0	1	1	1	0	1	0	0	0	0	0	0	1	2	0	1	1	1	2	1	2
(null)	OG0009494	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	1	0	0	0	0	1	0	0	0	1	0	0	0	2	1	0
(null)	OG0009495	1	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0
(null)	OG0009500	0	0	0	0	0	1	0	0	0	1	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
(null)	OG0009501	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0
(null)	OG0009502	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	19	0	1	0	0	0	0	0
(null)	OG0009503	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
(null)	OG0009505	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
(null)	OG0009507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	10	0	0	0	0	0	0	0	0	0
(null)	OG0009512	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
(null)	OG0009513	0	2	1	11	0	0	0	0	0	0	0	0	0	0	0	5	2	0	0	0	0	4	0	0	1	0	0	0	0	1	0	0	1	0	1	0	0	0
(null)	OG0009529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
(null)	OG0009530	1	1	1	2	1	1	2	1	0	2	1	1	1	3	2	2	1	0	1	1	3	1	1	0	1	1	0	3	0	2	2	1	1	1	2	1	1	2
(null)	OG0009534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(null)	OG0009538	0	0	0	0	0	0	0	1	1	0	0	0	0	23	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	6	0	0	0	0	5
(null)	OG0009539	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
(null)	OG0009542	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0
(null)	OG0009543	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	21	0	0	0	0	0	0	0	0	0
(null)	OG0009545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	1	0	0	1	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0
(null)	OG0009546	1	2	1	2	1	1	2	1	1	1	2	1	1	1	1	0	1	1	1	1	5	1	5	1	1	1	1	3	2	1	4	2	1	1	1	1	4	1
(null)	OG0009551	0	0	0	0	12	17	22	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(null)	OG0009559	0	0	0	2	0	0	0	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
(null)	OG0009560	0	0	0	0	1	8	11	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0
(null)	OG0009565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
(null)	OG0009577	1	1	1	2	1	1	1	1	0	1	1	1	1	0	1	1	1	0	1	1	2	0	1	1	1	0	0	1	0	1	1	0	0	0	1	0	0	1
(null)	OG0009578	0	1	1	1	1	1	1	0	1	1	1	0	0	0	1	1	1	0	0	1	1	0	0	0	0	0	0	2	1	1	1	0	1	1	0	0	0	1
(null)	OG0009579	1	1	0	1	1	0	0	1	1	1	0	1	0	1	1	1	0	1	2	1	1	0	1	1	1	0	0	1	1	1	1	1	1	1	1	1	0	0
(null)	OG0009581	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
(null)	OG0009582	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0
(null)	OG0009584	1	0	0	0	0	0	0	1	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0
(null)	OG0009589	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0
(null)	OG0009593	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(null)	OG0009594	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	2	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0
(null)	OG0009595	0	2	1	1	0	0	1	0	0	1	0	0	0	4	1	0	0	0	0	0	3	0	1	0	0	0	0	0	1	1	2	0	1	1	0	0	2	0
(null)	OG0009596	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	1	0	1	0	0	1	0	0
(null)	OG0009597	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0
(null)	OG0009598	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	6	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
(null)	OG0009600	27	5	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	1	0	0	4	0	0	0	0	0	0	0	0	2	0	0	0
(null)	OG0009601	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0
(null)	OG0009602	1	0	20	0	0	0	0	0	0	0	0	0	0	0	0	6	1	0	0	0	0	0	0	12	25	0	0	1	0	0	0	0	0	0	0	0	0	0
(null)	OG0009605	0	0	0	3	1	1	1	0	0	1	0	0	0	0	5	0	1	0	3	0	0	0	0	0	0	0	1	4	0	0	2	0	1	0	0	0	1	0
(null)	OG0009606	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0
(null)	OG0009607	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
(null)	OG0009612	0	0	3	3	2	2	3	2	2	0	6	0	3	0	2	2	2	0	2	2	11	0	0	2	3	0	0	3	0	4	2	0	1	1	1	0	0	2
(null)	OG0009617	0	0	0	0	0	0	0	0	0	1	0	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(null)	OG0009632	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	1	2	1	0	0	0	0	1	0
(null)	OG0009633	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
(null)	OG0009635	0	1	1	0	0	0	0	0	1	0	1	2	0	0	0	1	1	0	1	0	1	0	0	1	1	0	0	1	1	1	2	0	0	1	0	0	0	0
(null)	OG0009640	0	1	1	0	1	1	2	0	1	1	1	1	0	2	1	0	0	0	0	0	0	0	1	6	1	1	0	0	1	1	0	1	0	1	0	0	1	0
(null)	OG0009642	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
(null)	OG0009644	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
(null)	OG0009646	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0
(null)	OG0009647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
(null)	OG0009648	0	0	0	1	1	1	1	0	0	0	1	1	0	1	1	1	1	1	1	0	1	0	0	1	1	1	0	1	0	2	1	1	2	0	0	1	0	0
(null)	OG0009650	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	10	0	0	0	0	0	0	0	0	0
(null)	OG0009651	0	0	0	0	0	0	0	0	0	0	0	0	5	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0
(null)	OG0009656	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0
(null)	OG0009657	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	14	22	0	0	0	0	0	0	0	0	0	0	0	0	0
(null)	OG0009661	0	2	2	0	0	0	0	0	0	0	0	1	0	0	0	2	2	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	8	0	0	0	45
(null)	OG0009663	0	0	0	0	24	17	2	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(null)	OG0009665	0	0	0	0	0	20	35	0	0	8	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(null)	OG0009666	0	0	0	0	0	0	0	0	0	0	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
(null)	OG0009669	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0
(null)	OG0009673	1	1	1	1	1	1	1	0	0	1	1	1	0	0	1	1	1	0	1	1	1	0	1	1	1	0	0	0	0	1	1	0	0	0	0	0	1	1
(null)	OG0009674	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
(null)	OG0009677	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	2	0	0	0	0	2	0	0	1	0	1	0	0	1	0	1
(null)	OG0009678	1	0	1	0	0	0	0	1	1	0	1	0	0	0	2	0	1	0	1	0	2	1	1	1	1	0	0	0	0	0	0	1	0	0	1	0	0	0
(null)	OG0009679	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0
(null)	OG0009682	0	0	3	1	0	0	0	1	0	1	1	0	2	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	3	0	0	0	0	0	0	0	0
(null)	OG0009685	0	2	1	3	1	0	1	1	2	1	2	5	0	0	4	2	1	0	1	2	3	5	0	1	1	0	0	3	0	2	0	0	0	1	1	1	0	1
(null)	OG0009689	1	0	1	2	1	0	1	1	1	1	4	0	2	2	3	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1
(null)	OG0009690	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	10	0	4	0	0	2	0	0	0	1	0	0
(null)	OG0009692	1	2	1	0	1	1	1	0	0	1	2	0	0	0	0	1	1	0	1	12	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0
(null)	OG0009695	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(null)	OG0009701	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
(null)	OG0009702	0	0	0	0	0	0	2	0	0	0	0	1	0	0	8	0	0	0	8	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
(null)	OG0009706	0	0	0	0	0	0	57	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
(null)	OG0009720	0	1	1	2	2	1	2	0	1	3	1	1	0	1	2	1	1	0	1	1	5	1	1	1	1	1	0	2	0	1	1	0	0	1	1	1	0	1
(null)	OG0009722	0	0	0	1	0	0	0	1	0	0	1	0	0	2	1	0	0	0	1	0	1	1	1	0	0	0	0	0	0	1	1	0	1	1	0	0	1	0
(null)	OG0009723	0	0	1	0	1	1	1	0	0	1	1	1	0	4	2	1	1	0	1	0	1	1	0	1	1	0	0	2	0	1	0	0	0	0	0	0	0	1
(null)	OG0009724	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0
(null)	OG0009725	0	1	1	0	0	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	3	0	1	0	1	0	0	3	0	1	1	1	0	1	1	1	1	1
(null)	OG0009727	0	0	0	0	1	1	1	1	0	1	0	1	0	1	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
(null)	OG0009728	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(null)	OG0009732	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(null)	OG0009734	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
(null)	OG0009736	0	1	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	1	1	1	0	0	1	1	0	9	0	1	0	1	1	0	0	2	1
(null)	OG0009739	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	22	0	0	0	0	0	0	0	0	0
(null)	OG0009740	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	4	0	0	0	0	0	0	1	0	0
(null)	OG0009741	3	0	9	0	0	0	0	0	0	0	0	0	0	0	0	11	8	0	0	0	0	0	0	16	14	0	0	0	0	0	0	0	0	0	0	0	0	0
(null)	OG0009743	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
(null)	OG0009749	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	4	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
(null)	OG0009754	0	1	0	0	1	7	25	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0
(null)	OG0009756	0	0	0	8	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	1	1	1	0	1	0	7	1	0	0	0	1	0	0	1
