Desc	Orthogroup	Acal	Aful	Aric	Aste	Bcal	Bgla	Bner	Cgig	Ctel	Cuni	Dcar	Dgyr	Dpol	Eand	Echl	Gaeg	Gmag	Hhan	Hman	Hmed	Hrob	Hrub	Lana	Lgig	Llon	Lluy	Mcal	Mcor	Mlig	Mmer	Mvul	Myes	Obim	Oida	Paus	Pcro	Pech	Pesc	Ppel	Rota	Rsoc	Rsor	Smed	Spha
(null)	OG0000630	2	3	5	2	2	3	3	3	2	6	3	3	2	7	2	4	3	4	6	7	6	3	3	2	4	3	3	2	14	4	10	2	2	9	2	6	2	2	4	3	4	2	15	1
(null)	OG0000632	2	3	5	9	2	2	4	3	4	4	3	0	2	5	0	3	3	3	3	3	3	3	7	4	2	4	2	2	9	2	8	2	3	10	7	6	3	3	4	8	5	8	10	3
(null)	OG0000633	1	0	10	11	4	1	5	0	2	1	5	0	3	3	3	4	2	4	0	0	1	3	1	4	5	5	3	5	7	3	8	3	3	1	1	7	7	3	5	11	5	11	1	0
(null)	OG0000635	3	4	2	14	0	2	5	4	2	2	6	3	7	2	1	1	1	17	0	1	1	1	18	2	5	1	3	4	0	3	1	2	1	3	4	7	2	1	3	8	4	7	9	1
(null)	OG0000636	6	8	13	10	0	3	5	4	3	7	13	2	4	2	8	10	12	15	1	1	0	7	3	7	7	3	5	6	3	5	2	4	10	22	4	7	2	4	9	10	6	8	9	10
(null)	OG0000638	3	4	8	7	3	3	3	3	4	6	4	1	3	7	3	4	2	3	6	5	5	3	4	3	3	3	3	3	10	3	10	3	3	7	3	5	4	2	5	8	7	5	9	2
(null)	OG0000639	3	4	13	15	4	3	4	2	3	4	9	2	2	5	3	2	2	4	8	4	6	2	2	5	7	3	3	2	11	2	10	2	3	4	3	3	1	2	2	16	8	15	9	2
(null)	OG0000640	3	4	4	6	3	3	4	3	4	3	5	4	3	5	3	3	5	3	2	2	3	3	4	3	5	4	3	3	7	3	4	1	3	4	3	3	4	4	4	4	4	5	3	3
(null)	OG0000641	2	1	4	6	3	2	3	5	8	3	1	4	4	8	2	3	2	2	5	4	5	2	3	2	7	7	5	2	0	3	9	3	1	2	4	0	5	8	2	5	2	4	0	1
(null)	OG0000643	12	3	13	15	0	8	31	2	2	4	7	5	5	15	12	2	7	5	3	5	5	8	11	4	5	0	3	1	2	3	11	9	1	3	3	30	0	4	4	18	6	13	9	2
(null)	OG0000644	2	5	8	3	2	2	1	1	1	3	2	2	2	5	2	2	2	3	5	4	2	2	4	3	6	1	2	2	9	2	7	2	3	18	2	5	2	2	7	5	9	4	4	3
(null)	OG0000645	1	2	0	0	0	2	1	3	7	2	0	4	4	3	1	2	2	7	3	4	5	2	2	2	2	4	3	2	2	6	4	4	2	3	3	1	1	3	4	0	0	0	3	1
(null)	OG0000646	3	2	3	2	0	2	4	2	1	5	3	2	5	3	2	3	4	3	2	2	2	3	2	2	1	1	7	2	13	9	5	6	5	5	1	3	1	4	4	8	2	7	3	3
(null)	OG0000647	2	4	4	7	2	2	3	4	2	5	4	2	3	4	3	3	2	3	3	3	4	2	2	2	7	3	2	2	4	3	9	2	4	12	3	2	2	2	1	7	10	6	8	2
(null)	OG0000648	0	0	0	0	6	0	5	11	1	0	18	5	12	41	0	9	9	6	9	2	2	15	11	6	10	14	14	12	24	25	19	12	0	0	12	0	9	8	11	0	0	0	0	0
(null)	OG0000649	3	4	6	8	3	3	3	3	3	4	6	3	3	7	3	4	3	2	4	4	4	3	3	4	5	3	3	3	9	3	8	3	3	6	3	3	2	3	6	6	7	7	5	2
(null)	OG0000650	3	2	2	2	0	3	3	2	2	4	3	3	1	2	2	2	4	2	4	2	3	2	2	4	2	2	0	1	0	1	3	1	2	3	3	1	1	2	2	4	4	6	5	1
(null)	OG0000651	2	4	5	8	2	2	4	2	3	2	4	2	2	10	2	3	2	3	6	6	7	2	2	2	8	3	2	2	10	3	13	2	2	8	2	4	2	2	7	8	6	6	1	2
(null)	OG0000652	1	0	0	1	10	0	3	0	0	0	2	0	0	6	0	0	0	0	0	0	0	0	0	2	4	0	0	0	0	0	0	0	0	0	1	0	0	23	1	0	3	2	0	8
(null)	OG0000653	2	4	2	5	4	2	2	0	2	4	4	1	2	7	3	1	5	6	6	7	6	1	2	3	6	2	2	3	6	1	10	1	2	2	3	9	1	2	5	2	7	5	10	2
(null)	OG0000654	2	3	7	6	3	2	2	2	2	4	3	2	8	8	2	2	3	8	6	4	7	2	4	2	8	4	2	2	2	3	11	2	3	3	2	6	2	2	7	6	7	14	5	3
(null)	OG0000655	2	2	6	7	12	3	4	3	3	3	7	4	4	4	5	3	5	3	2	2	4	6	3	3	4	2	6	2	7	6	7	2	2	4	3	3	2	14	4	9	6	7	3	1
(null)	OG0000656	2	4	8	7	3	4	1	3	2	6	9	3	2	2	3	2	3	3	3	2	2	2	4	2	3	3	2	2	6	3	5	2	2	14	2	3	2	4	3	10	4	6	8	3
(null)	OG0000657	2	3	8	11	2	2	3	2	2	3	5	2	3	3	3	2	2	3	4	5	4	3	2	2	4	2	4	2	2	2	3	2	4	4	2	3	2	2	4	10	7	16	7	3
(null)	OG0000659	3	4	1	2	1	3	7	6	4	2	1	3	3	2	2	4	3	4	3	3	3	3	4	2	4	3	3	3	6	3	3	3	4	4	3	2	4	3	6	2	1	1	2	1
(null)	OG0000660	4	4	11	9	2	2	2	2	2	2	4	2	2	3	3	4	2	4	3	4	3	3	3	3	10	4	2	3	16	2	5	2	4	9	3	10	3	2	6	10	3	9	10	2
(null)	OG0000661	3	8	9	6	3	2	2	3	3	5	4	5	2	4	4	5	5	5	5	2	3	2	2	2	7	2	3	3	10	2	8	2	6	7	2	5	2	4	4	7	3	6	5	2
(null)	OG0000662	2	2	0	0	0	2	0	7	2	1	0	1	6	1	2	5	12	9	1	1	0	6	3	13	5	1	12	3	0	8	1	9	19	1	8	0	0	19	10	0	0	0	0	11
(null)	OG0000663	2	4	2	4	4	5	7	3	2	3	2	4	2	2	2	3	8	14	0	0	0	5	3	5	13	7	3	4	9	5	2	4	2	13	4	4	7	3	4	4	2	3	3	1
(null)	OG0000664	3	4	10	6	2	2	5	2	4	5	4	3	3	5	4	2	3	3	3	4	3	2	3	3	11	2	3	3	14	2	10	1	2	8	2	8	1	2	6	7	7	6	5	3
(null)	OG0000665	2	1	14	8	4	3	0	2	2	2	15	2	6	9	1	2	2	3	4	3	5	3	4	3	5	3	2	1	16	2	11	2	2	3	2	4	2	2	3	14	8	12	9	1
(null)	OG0000666	3	2	10	5	1	3	4	1	6	4	5	1	4	2	2	4	9	2	4	1	1	6	14	1	6	7	7	2	5	10	5	10	1	9	2	1	1	7	2	6	3	7	10	1
(null)	OG0000667	2	4	7	9	2	3	2	2	3	3	6	1	2	7	2	3	2	4	7	6	7	3	2	2	8	2	2	2	15	3	13	3	2	4	2	4	2	2	4	6	4	8	10	2
(null)	OG0000668	3	5	11	7	2	3	3	1	8	4	11	5	2	4	4	4	4	5	4	2	9	3	14	3	7	3	2	3	9	3	7	2	5	5	8	5	2	5	3	6	6	6	11	3
(null)	OG0000669	3	3	4	18	2	2	3	2	2	2	3	3	3	2	2	2	4	3	2	2	2	2	10	4	7	7	2	2	3	4	6	3	4	7	3	7	7	2	8	10	5	10	6	0
(null)	OG0000670	9	6	3	9	3	22	1	4	34	13	7	0	19	12	17	9	23	3	1	1	0	33	15	5	3	25	6	14	7	20	9	5	2	12	1	1	2	8	7	13	5	7	3	1
(null)	OG0000671	6	6	4	7	1	4	1	6	9	4	5	10	5	11	5	9	11	21	5	4	6	8	8	8	11	23	9	8	11	4	12	5	8	10	11	4	8	13	18	8	12	5	3	3
(null)	OG0000672	2	2	5	5	2	2	7	8	4	2	5	4	3	1	2	2	2	4	2	1	1	2	5	4	6	6	5	1	10	6	2	4	3	1	4	3	4	4	4	4	3	3	2	3
(null)	OG0000673	3	2	7	6	3	3	4	4	5	3	3	3	4	4	5	3	3	3	4	3	3	3	4	3	3	3	2	3	7	5	3	2	3	5	3	6	3	19	4	12	5	10	7	3
(null)	OG0000674	5	5	2	1	1	3	5	16	7	4	2	2	5	1	3	4	6	22	3	3	3	4	11	2	3	5	13	3	0	9	2	9	1	9	3	0	5	4	6	1	2	2	0	1
(null)	OG0000675	5	4	5	8	3	4	2	3	2	6	7	2	2	6	4	3	2	4	3	2	3	2	4	2	7	2	3	6	9	2	6	3	2	8	3	3	2	3	4	7	4	6	14	1
(null)	OG0000676	1	1	4	4	2	2	1	1	1	1	2	1	2	2	1	1	1	2	2	2	2	1	2	1	3	2	1	1	9	2	1	1	1	0	1	1	1	1	1	4	2	4	6	2
(null)	OG0000677	2	3	16	10	3	2	4	2	3	3	8	3	2	4	2	2	2	3	3	2	4	2	2	2	6	2	2	2	12	2	7	2	3	8	2	3	2	2	3	14	14	14	3	1
(null)	OG0000678	3	3	5	12	3	3	3	4	3	5	4	3	3	5	3	3	3	4	4	3	10	3	3	3	6	3	3	3	5	3	6	3	3	5	3	2	3	3	6	11	5	9	1	0
(null)	OG0000679	2	0	81	78	9	0	2	16	0	0	65	0	12	1	3	2	3	5	0	0	0	0	12	0	1	0	11	0	0	28	1	4	0	0	3	0	0	1	0	55	35	47	0	0
(null)	OG0000680	11	4	24	28	6	7	0	9	7	9	15	2	8	6	4	2	11	16	0	0	0	5	2	4	7	0	6	8	6	13	8	3	0	6	0	4	0	5	4	27	25	27	7	0
(null)	OG0000681	4	5	6	8	2	2	4	2	3	4	11	2	4	3	4	3	3	4	3	3	4	2	4	2	10	3	2	3	4	2	5	2	2	10	2	3	4	4	7	9	8	8	4	3
(null)	OG0000682	6	7	4	7	1	7	6	11	3	7	11	1	19	8	5	3	14	10	2	3	3	8	11	5	13	3	11	8	15	13	6	7	2	21	4	3	1	8	3	9	4	7	15	4
(null)	OG0000684	0	0	17	13	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1	9	0	0	3	0	0	0	0	0	0	1	0	1	1	1	25	0	17	7	16	0	0
(null)	OG0000685	3	3	3	3	2	2	6	3	4	3	1	3	3	2	3	3	3	4	3	4	3	4	3	3	7	4	3	2	7	3	4	3	4	5	3	4	3	4	7	3	2	2	3	1
(null)	OG0000686	13	2	0	0	0	3	2	6	5	3	0	1	7	1	9	8	7	4	2	1	1	14	2	6	4	1	9	6	14	5	1	7	14	5	4	4	1	2	9	0	0	0	3	7
(null)	OG0000687	3	3	5	7	1	3	3	3	2	4	4	2	3	8	2	3	3	2	5	5	5	2	2	2	5	3	2	2	8	2	12	2	2	12	2	4	2	2	8	7	4	5	12	3
(null)	OG0000688	2	3	0	4	3	2	4	9	1	3	2	0	2	1	6	3	2	3	0	0	0	3	3	6	6	1	5	4	0	6	3	5	3	8	3	1	1	4	4	3	1	3	0	3
(null)	OG0000689	3	3	1	2	1	2	3	3	6	4	2	2	2	14	2	3	2	4	11	5	13	4	2	3	4	6	5	4	0	3	21	4	6	7	2	2	0	6	3	3	4	4	5	2
(null)	OG0000690	9	13	0	0	10	16	0	3	25	4	7	0	0	8	28	1	0	26	2	1	7	0	1	0	11	28	3	1	1	1	40	0	0	4	0	2	30	2	2	3	2	0	1	0
(null)	OG0000691	3	3	9	7	6	3	4	2	3	5	5	2	2	2	4	3	3	3	1	2	2	3	2	3	6	3	2	2	7	2	3	2	3	6	2	4	3	5	4	9	5	7	6	3
(null)	OG0000692	2	3	4	3	2	2	2	2	2	3	5	2	1	6	2	3	3	3	6	3	4	2	2	2	12	3	1	2	5	1	6	2	3	8	2	6	1	2	9	2	5	1	7	3
(null)	OG0000693	2	3	23	24	1	2	1	2	1	6	9	2	2	6	3	3	8	7	2	2	2	5	1	3	5	3	3	1	7	2	2	2	4	12	2	6	1	4	7	23	20	13	2	5
(null)	OG0000694	0	0	3	3	9	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	3	0	0
(null)	OG0000695	5	4	8	7	2	1	6	3	2	15	8	1	5	4	8	2	3	9	1	1	0	4	6	2	7	2	2	2	11	2	12	1	5	22	1	17	2	1	6	9	4	7	2	3
(null)	OG0000696	3	4	3	3	3	3	1	3	3	4	3	3	2	2	4	4	2	4	5	3	5	3	3	2	6	4	3	3	5	3	4	3	3	4	3	3	2	3	5	2	2	2	8	2
(null)	OG0000697	12	13	0	1	0	2	2	10	9	6	2	1	6	2	7	9	21	35	1	1	0	18	18	7	2	0	4	18	6	2	4	5	0	12	2	0	0	21	9	0	0	0	0	0
(null)	OG0000698	2	3	16	16	2	3	1	5	13	3	30	1	5	4	3	3	3	3	1	2	1	3	3	1	3	3	8	3	7	4	4	8	5	4	3	1	3	3	2	28	19	21	1	5
(null)	OG0000699	2	3	8	6	3	2	1	2	4	5	2	2	3	8	3	2	3	6	2	0	7	2	5	4	6	9	3	4	12	2	7	1	3	5	3	5	1	1	6	10	4	7	4	2
(null)	OG0000700	2	3	7	3	1	3	3	2	4	4	3	3	2	5	2	2	2	2	4	4	5	2	3	5	5	4	1	2	4	2	10	2	4	6	3	3	3	4	3	4	4	3	6	2
(null)	OG0000701	2	3	3	5	2	2	3	2	2	3	3	2	2	3	2	2	2	3	4	3	4	2	2	2	5	2	2	2	7	2	7	2	2	6	2	5	2	2	2	5	6	5	12	2
(null)	OG0000702	2	4	19	15	1	3	1	3	4	4	8	5	5	11	2	6	7	4	5	5	6	18	4	4	3	3	5	6	3	9	12	4	1	7	1	2	5	7	9	19	8	16	4	1
(null)	OG0000703	5	4	0	0	1	3	2	3	3	7	0	2	3	2	6	4	4	8	3	2	3	3	7	4	9	3	3	3	6	4	5	4	3	16	4	2	3	4	6	0	0	0	6	4
(null)	OG0000704	1	4	3	7	1	1	6	1	2	7	3	2	2	8	1	2	5	4	9	7	10	3	3	4	2	8	2	4	15	2	14	0	1	4	2	6	1	2	6	10	5	5	6	3
(null)	OG0000705	10	6	8	4	6	4	0	15	0	7	2	2	11	1	6	18	28	57	0	0	0	43	20	16	7	8	29	16	8	16	1	16	1	5	3	1	0	8	22	7	6	4	0	0
(null)	OG0000706	4	4	12	14	4	5	1	5	5	7	6	3	5	6	2	6	3	6	7	2	2	6	3	5	8	7	6	3	9	5	7	6	3	11	3	7	5	4	8	18	11	13	5	4
(null)	OG0000707	0	5	14	4	1	1	2	1	1	4	2	3	2	12	2	1	2	7	12	11	10	2	3	1	2	1	2	1	13	5	27	1	1	6	1	9	0	1	4	4	5	6	33	1
(null)	OG0000708	2	2	1	2	2	2	1	2	2	4	1	3	2	2	1	2	2	2	3	2	2	2	2	2	4	4	2	2	7	2	4	2	2	4	2	1	2	2	3	1	1	2	1	2
(null)	OG0000709	2	2	5	5	1	2	1	1	1	2	4	2	1	5	1	1	3	3	5	3	5	2	1	2	4	1	1	2	9	1	9	1	1	5	1	4	1	2	4	8	4	6	4	2
(null)	OG0000711	0	1	2	2	10	1	0	10	23	2	0	2	14	3	1	0	1	16	6	2	8	1	35	0	0	0	12	0	0	19	1	4	0	3	0	0	0	3	1	1	2	0	0	0
(null)	OG0000712	2	3	12	13	2	2	7	9	3	6	6	3	6	6	2	5	3	4	4	4	6	2	5	3	2	4	2	2	12	2	12	2	2	6	5	4	3	3	3	16	11	17	5	2
(null)	OG0000713	3	4	4	6	2	2	2	5	5	5	4	1	2	3	3	2	2	9	1	1	2	2	4	5	6	2	2	2	2	2	4	2	3	6	3	2	4	2	7	37	12	4	6	6
(null)	OG0000714	3	2	4	4	5	3	3	3	3	3	7	4	4	3	3	5	3	4	3	4	2	3	3	3	3	4	2	3	7	3	5	2	4	7	3	2	4	4	3	4	4	6	2	3
(null)	OG0000715	3	2	6	8	3	3	3	3	3	3	5	3	3	3	3	3	2	4	4	3	2	3	4	3	6	2	3	3	7	4	4	2	3	4	6	3	3	10	4	9	5	7	9	2
(null)	OG0000716	4	3	0	1	0	3	4	5	4	2	2	1	4	3	4	4	9	4	3	2	2	5	5	3	5	3	11	3	2	10	4	4	1	4	4	3	2	5	5	2	2	2	0	3
(null)	OG0000717	9	3	3	12	0	6	0	3	4	1	7	0	7	1	2	1	4	2	2	1	1	6	7	1	2	1	2	2	0	9	2	4	1	5	3	2	1	5	1	7	1	4	0	0
(null)	OG0000718	1	6	1	1	5	3	1	1	4	1	4	1	2	1	1	1	1	0	0	1	5	2	1	6	0	2	0	7	2	1	3	0	5	4	0	5	5	6	1	1	1	1	1	0
(null)	OG0000719	4	5	6	7	3	3	8	2	3	4	5	4	6	4	3	3	3	3	3	2	3	2	5	3	10	4	4	3	17	4	4	3	2	7	3	9	3	3	9	7	7	8	7	3
(null)	OG0000720	2	4	1	3	5	3	17	2	1	2	2	2	8	5	2	4	4	2	2	1	2	2	4	3	3	3	5	2	13	6	3	1	3	6	2	1	3	4	3	3	1	3	1	0
(null)	OG0000721	5	5	4	5	3	4	3	4	6	5	4	5	4	3	3	3	7	5	3	6	4	4	6	3	14	6	3	4	7	5	6	4	4	10	6	9	3	3	7	6	2	6	4	7
(null)	OG0000722	6	8	3	6	3	5	2	4	2	9	13	1	5	1	5	3	6	13	3	1	1	5	5	5	4	2	5	7	2	12	1	6	13	7	5	2	2	18	5	10	3	7	8	3
(null)	OG0000724	2	3	5	8	3	2	4	3	2	3	7	2	6	11	2	3	3	3	8	6	7	3	1	2	12	2	2	2	9	4	17	2	4	6	3	6	2	2	4	4	3	5	7	2
(null)	OG0000725	4	6	10	16	4	15	6	5	3	6	9	4	3	5	3	5	6	10	5	3	3	7	7	3	8	3	4	5	9	4	8	3	3	11	6	4	2	3	10	12	9	7	3	3
(null)	OG0000726	2	3	19	11	3	2	3	1	2	3	7	2	2	9	2	2	2	4	4	4	4	2	3	2	2	2	2	2	10	2	10	2	2	3	3	2	2	3	2	19	7	15	3	2
(null)	OG0000727	5	2	5	6	3	2	4	2	5	4	3	2	0	3	5	3	5	7	4	3	1	5	5	3	7	3	1	2	9	0	2	6	0	3	5	10	1	4	6	4	2	2	2	0
(null)	OG0000728	2	4	6	8	3	3	3	2	2	4	2	3	3	3	2	3	4	5	4	1	6	2	5	3	3	3	1	1	7	2	4	2	3	6	2	10	2	2	7	10	9	7	3	5
(null)	OG0000729	1	4	3	3	1	1	1	1	3	6	7	2	1	15	2	1	3	3	8	7	14	1	2	1	4	5	1	2	4	1	32	1	4	8	5	5	0	2	3	4	2	6	9	2
(null)	OG0000730	17	10	0	2	3	11	5	12	18	5	6	3	4	28	7	9	24	1	6	5	3	19	1	8	10	27	10	12	22	10	22	7	1	5	2	4	12	25	9	2	1	3	0	2
(null)	OG0000731	2	3	1	1	1	2	4	2	3	4	2	2	2	2	1	2	2	3	3	1	2	2	2	2	4	3	1	2	3	2	3	3	4	2	2	1	2	2	4	2	1	0	1	2
(null)	OG0000732	4	4	9	7	3	3	2	3	2	5	5	2	3	10	2	3	2	2	5	5	6	5	5	2	9	2	2	2	17	3	6	2	3	13	2	2	2	2	3	9	10	7	10	2
(null)	OG0000733	2	3	4	6	5	2	2	2	2	4	4	2	2	6	2	2	3	3	4	3	7	2	4	2	9	3	2	3	7	2	6	2	3	3	3	6	2	2	5	4	2	5	3	3
(null)	OG0000734	1	1	3	10	1	1	7	1	3	1	2	3	1	4	1	1	1	12	3	1	1	3	4	3	7	7	1	1	8	1	3	3	1	1	8	5	6	18	1	4	3	3	3	1
(null)	OG0000735	0	0	0	0	0	0	2	8	0	0	0	0	51	0	0	0	0	14	0	0	0	1	3	1	21	7	16	23	0	12	0	6	0	0	6	0	5	6	7	0	0	0	0	0
(null)	OG0000736	2	2	6	6	11	1	1	7	8	2	5	3	38	6	2	8	12	4	6	3	7	22	1	25	2	1	26	2	9	25	8	12	1	6	1	2	0	1	3	8	5	6	9	1
(null)	OG0000737	3	5	3	7	2	4	7	3	4	8	4	3	3	3	4	7	5	7	3	4	5	5	4	5	6	4	2	5	10	4	9	4	5	9	4	7	3	3	11	7	6	8	2	4
(null)	OG0000738	6	4	5	9	3	4	7	6	8	4	3	3	3	3	5	4	5	11	1	1	2	4	7	5	8	3	9	4	12	13	2	6	5	4	6	4	2	17	7	5	5	5	6	5
(null)	OG0000739	3	2	10	8	4	4	4	3	3	3	10	3	5	6	3	2	2	3	2	0	4	2	5	6	4	3	2	3	8	3	5	4	2	5	3	4	4	3	4	13	12	9	7	1
(null)	OG0000740	3	4	4	5	2	2	0	5	6	5	3	2	6	9	5	4	4	9	2	1	3	10	5	2	3	8	10	3	0	9	12	7	4	7	3	3	5	4	1	5	3	4	5	2
(null)	OG0000741	3	1	1	1	4	3	3	3	4	1	3	3	4	3	4	3	10	4	2	2	2	4	6	6	2	2	6	2	6	5	6	3	2	1	4	2	2	4	6	2	1	2	2	4
(null)	OG0000742	3	3	8	5	4	3	4	3	4	3	3	3	4	3	3	3	3	9	3	2	3	3	3	3	6	3	3	3	9	3	3	3	3	3	3	5	2	6	4	5	7	6	4	3
(null)	OG0000743	3	3	5	8	3	3	9	4	3	3	9	3	3	6	2	3	2	4	3	2	3	3	3	3	9	3	3	4	8	3	6	3	3	2	3	7	3	12	6	9	5	7	7	3
(null)	OG0000745	2	3	10	8	4	1	4	1	1	5	4	2	2	3	3	1	3	10	4	7	4	1	2	3	5	6	2	3	9	2	6	1	5	21	3	6	1	1	6	6	5	7	3	2
(null)	OG0000746	3	3	6	6	2	2	1	1	2	4	9	2	3	4	2	5	6	11	2	1	2	9	2	7	2	2	2	3	10	8	3	10	2	5	1	11	3	3	1	6	4	5	1	1
(null)	OG0000747	3	4	2	4	1	3	2	4	1	4	5	2	3	5	3	5	3	4	3	2	2	3	3	2	3	3	3	3	10	2	6	3	3	3	3	1	3	3	7	2	3	3	2	2
(null)	OG0000749	2	3	8	9	1	3	2	1	2	3	7	2	3	14	1	1	0	3	15	13	10	5	1	2	5	4	3	3	5	1	22	1	1	3	2	2	2	4	4	8	5	8	4	1
(null)	OG0000750	2	3	3	5	1	1	2	1	1	3	2	3	1	6	1	1	2	2	5	6	4	2	3	1	7	2	1	3	4	1	8	1	3	5	2	1	2	2	2	2	2	3	4	1
(null)	OG0000751	2	1	2	4	3	1	5	1	1	2	2	1	1	6	1	1	2	2	5	5	3	1	1	1	4	1	1	1	6	1	8	1	1	2	2	2	0	2	4	5	4	3	4	1
(null)	OG0000753	2	2	4	4	4	3	3	2	2	3	4	2	2	3	3	3	2	2	3	1	2	2	3	2	4	2	2	1	5	2	7	2	2	3	4	4	2	3	5	5	2	5	10	2
(null)	OG0000754	2	2	6	8	3	2	2	2	2	4	4	4	2	7	1	2	3	2	4	4	4	2	3	1	14	2	2	2	5	2	10	2	4	1	2	6	2	2	7	5	4	4	18	2
(null)	OG0000755	3	4	4	6	3	3	4	2	2	4	6	3	2	3	3	2	2	2	2	3	2	3	3	2	4	3	2	2	9	2	2	2	3	7	3	1	2	7	3	9	5	7	15	3
(null)	OG0000756	2	3	7	5	2	2	1	1	2	3	5	2	2	4	2	4	3	1	2	2	4	2	1	2	7	6	2	1	9	2	4	2	3	5	3	2	4	7	3	9	4	10	6	2
(null)	OG0000757	5	0	3	2	7	0	8	9	0	0	4	0	5	0	5	0	5	0	0	0	0	4	4	9	4	0	5	2	0	6	0	6	2	0	6	5	0	8	5	7	3	5	0	3
(null)	OG0000758	2	3	6	4	3	2	4	2	2	4	3	0	3	3	3	3	2	2	1	1	1	2	3	2	2	2	1	2	4	3	4	2	2	6	2	1	2	4	2	5	5	7	6	2
(null)	OG0000759	4	3	8	9	4	3	1	4	3	4	7	2	4	4	2	3	4	6	5	4	3	3	5	3	3	3	4	3	3	4	5	4	5	6	3	2	3	2	4	8	6	11	3	5
(null)	OG0000760	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	4	0	1	0	0	0	1
(null)	OG0000761	2	3	5	6	2	2	3	2	3	3	4	2	2	4	2	2	3	3	4	2	3	2	3	2	5	4	1	2	6	2	6	2	2	12	2	4	2	2	3	8	4	7	5	1
(null)	OG0000762	2	2	7	2	1	1	0	3	1	2	2	1	1	1	1	1	1	1	3	2	2	1	1	1	7	1	1	1	8	1	2	0	2	5	1	4	1	1	4	3	2	3	6	1
(null)	OG0000763	5	6	2	2	3	3	7	6	4	7	3	1	5	5	4	4	7	9	6	4	7	5	3	6	5	3	5	7	0	7	8	4	4	7	5	1	3	2	5	2	3	2	0	3
(null)	OG0000764	4	1	4	5	1	2	4	1	1	3	2	3	1	1	4	1	2	14	2	8	4	1	3	1	7	2	1	2	4	2	6	0	2	1	1	4	2	1	3	9	23	16	3	2
(null)	OG0000765	1	1	5	6	1	1	1	2	2	3	4	2	2	4	1	2	1	3	3	2	3	1	3	1	6	2	1	1	3	0	9	1	1	4	2	2	2	2	5	9	8	5	7	1
(null)	OG0000766	0	0	0	0	0	0	0	22	0	0	0	0	37	0	1	7	14	0	0	0	0	67	4	15	28	48	35	9	13	37	0	3	1	0	29	7	20	15	29	0	0	0	0	0
(null)	OG0000767	3	5	2	3	5	3	7	4	4	4	4	2	5	3	3	4	5	4	4	5	2	3	3	2	6	3	3	4	6	4	2	3	2	2	3	5	5	10	4	9	4	9	4	2
(null)	OG0000768	4	8	10	7	2	4	7	2	5	8	5	4	6	9	3	4	5	6	2	3	1	4	6	4	4	0	3	6	7	3	7	3	1	13	4	5	0	23	7	5	8	9	4	1
(null)	OG0000769	3	3	5	7	2	2	2	4	4	3	5	3	4	9	2	3	5	4	6	2	3	3	5	3	3	4	2	4	16	3	11	3	1	6	4	7	4	1	5	7	7	6	16	2
(null)	OG0000770	10	5	11	17	6	11	1	12	2	6	6	1	17	6	10	5	16	12	4	1	1	14	6	8	8	3	11	9	9	25	6	8	4	11	12	11	0	7	8	10	9	15	1	8
(null)	OG0000771	3	2	4	6	2	2	1	2	2	3	4	3	3	2	2	2	2	2	4	2	2	3	3	2	8	3	2	2	8	2	2	3	2	6	5	7	1	3	6	10	5	8	3	2
(null)	OG0000772	3	3	5	6	3	2	3	2	3	3	4	3	3	5	2	4	2	7	2	2	4	2	3	2	3	3	2	2	7	2	6	2	3	6	3	2	2	4	6	4	3	3	4	3
(null)	OG0000773	3	4	10	9	2	3	2	5	8	5	6	1	3	6	2	7	5	8	1	1	1	9	6	3	7	1	2	3	12	3	8	9	4	4	6	1	1	10	9	16	9	10	4	3
(null)	OG0000774	2	1	5	7	4	2	0	3	2	2	8	4	3	5	2	2	3	4	3	2	3	2	2	2	3	2	1	2	6	2	8	2	2	2	2	5	2	2	4	8	5	8	4	3
(null)	OG0000775	5	4	6	4	1	1	7	2	2	4	3	1	4	8	3	2	2	2	3	5	5	1	2	5	6	2	3	1	12	1	13	2	4	3	1	7	2	1	7	5	2	6	13	2
(null)	OG0000776	2	3	7	13	1	2	5	2	2	5	10	3	2	4	6	3	3	3	2	3	3	3	4	2	4	4	2	2	12	2	11	2	2	12	4	2	3	3	5	10	2	13	3	2
(null)	OG0000777	3	3	2	1	4	3	6	4	5	4	4	2	4	3	4	5	4	3	4	1	2	2	3	4	7	3	4	3	8	3	2	4	3	4	3	3	2	23	5	4	3	3	3	2
(null)	OG0000778	4	7	4	4	2	3	4	4	6	6	3	3	3	4	6	6	7	6	1	2	5	3	5	5	4	8	8	4	6	7	7	3	4	7	2	1	3	6	6	4	2	3	3	4
(null)	OG0000779	2	3	2	2	2	2	2	1	2	3	1	2	2	4	2	2	2	2	2	2	2	1	3	2	6	3	3	2	2	2	5	2	2	3	2	6	2	2	5	2	2	3	3	2
(null)	OG0000780	3	3	5	5	2	2	2	2	2	3	6	1	3	5	2	3	3	4	3	3	3	3	1	2	3	2	3	2	6	3	9	2	2	5	2	3	1	4	3	4	5	5	3	1
