Desc	Orthogroup	Acar	Ajap	Amis	Anja	Arub	Asin	Bbom	Bbuf	Blan	Cint	Clup	Cmil	Cpic	Cpla	Cpor	Cser	Ctig	Drer	Ebur	Emac	Ggal	Ggan	Gser	Hsap	Lcha	Leri	Mdom	Muni	Npar	Oana	Pann	Pmeg	Psin	Pwal	Rbiv	Rtem	Sbom	Skow	Sorb	Spur	Tcar	Tgut	Ttru	Xlae	Xtro
(null)	OG0003485	2	2	2	1	1	2	2	2	1	1	1	1	2	1	1	2	2	2	1	1	1	1	2	2	2	1	2	2	2	2	2	2	1	2	2	3	2	1	2	1	3	1	2	4	2
(null)	OG0003486	1	5	1	2	2	1	1	1	2	0	1	2	1	0	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	3	1	1	1	2	1
(null)	OG0003487	2	1	2	1	1	2	1	2	1	1	2	2	2	2	2	2	2	2	1	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	1	2	2	2	3	2
(null)	OG0003488	2	1	2	1	1	2	2	2	1	1	4	2	2	2	2	2	2	3	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	1	2	2	2	3	2
(null)	OG0003489	1	1	0	3	2	1	1	1	1	1	1	1	1	1	1	0	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1
(null)	OG0003490	2	2	2	1	1	2	2	2	2	1	3	2	2	2	1	2	2	2	1	2	2	1	3	2	2	2	3	3	2	2	2	2	2	2	2	2	2	1	2	1	2	2	2	3	2
(null)	OG0003491	2	1	2	1	1	2	2	2	2	0	2	3	2	3	2	2	2	2	1	2	1	2	2	2	3	2	2	2	2	2	1	2	2	2	1	3	2	1	2	1	2	2	2	3	2
(null)	OG0003492	2	1	2	1	1	2	2	2	1	1	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	1	2	2	2	3	2
(null)	OG0003493	1	2	1	1	1	1	2	2	2	2	2	1	1	1	1	1	1	3	1	1	1	1	1	1	2	2	1	1	2	1	2	1	1	2	2	2	2	2	3	1	1	1	1	2	2
(null)	OG0003494	1	1	1	1	1	1	1	1	4	0	2	1	1	1	1	1	2	1	1	2	1	0	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1
(null)	OG0003495	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1
(null)	OG0003496	2	2	2	1	2	1	1	2	1	2	2	0	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	2	1	2	1	3	1	2	3	1	1	1	3	3	3	2	1	1	2
(null)	OG0003497	1	4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	2	2	1	2	2	1	1	3	1	1	1	1	1	2	1
(null)	OG0003498	1	1	1	1	1	2	1	1	1	2	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	4	2	1	1	1	1
(null)	OG0003499	3	0	3	1	0	3	3	3	1	1	2	3	3	3	3	3	3	3	1	3	2	3	3	2	1	3	2	3	2	3	2	3	3	3	2	3	3	1	3	0	4	3	4	5	3
(null)	OG0003500	4	0	9	0	0	4	3	3	0	0	1	1	12	1	1	17	3	3	0	2	0	0	2	2	1	1	3	2	8	1	3	9	2	4	5	7	1	0	13	0	10	0	2	5	5
(null)	OG0003501	1	2	2	2	2	2	1	1	2	2	2	2	2	2	2	2	1	3	2	2	4	2	1	2	4	2	1	1	2	2	1	2	1	3	1	2	2	3	2	2	2	2	2	2	1
(null)	OG0003502	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	2	2	1	1	0	0	1	1	1	1	2	1	1	1	1	1	2	1
(null)	OG0003503	2	1	2	1	1	2	2	2	1	0	3	2	2	2	2	2	2	2	1	2	3	2	2	2	2	1	2	2	2	1	1	2	2	2	2	3	2	0	2	1	3	4	4	2	2
(null)	OG0003504	1	2	2	1	1	2	1	2	1	1	3	1	2	2	2	2	1	1	2	1	2	2	2	2	2	2	3	3	3	2	2	2	2	2	2	2	2	1	1	1	2	2	2	3	3
(null)	OG0003505	1	2	1	1	1	1	1	1	1	1	4	0	3	2	1	1	1	1	1	1	0	0	1	1	1	0	2	1	1	2	1	1	0	1	1	1	1	1	2	1	2	2	2	2	1
(null)	OG0003506	1	2	1	1	1	2	2	2	1	1	1	2	1	2	1	1	2	2	1	1	1	1	1	1	2	1	1	1	1	1	3	1	1	2	2	2	2	1	1	1	2	1	1	2	2
(null)	OG0003507	1	1	1	1	1	1	1	2	1	1	4	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	2	2
(null)	OG0003508	2	2	2	1	1	2	3	2	1	1	1	3	3	3	2	2	3	3	1	2	2	2	3	2	2	2	2	3	3	2	2	4	2	3	3	3	3	1	3	1	4	3	2	2	3
(null)	OG0003509	3	0	3	1	1	2	1	1	1	1	2	3	2	2	3	4	4	3	3	2	2	2	2	2	3	2	2	1	2	3	2	2	2	1	1	1	1	1	3	1	3	2	2	2	1
(null)	OG0003510	1	2	2	2	2	1	2	1	1	0	2	2	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	2	1	1	1
(null)	OG0003511	1	1	1	2	1	1	1	1	1	1	14	1	2	2	1	1	1	1	1	2	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	3	1	1	2	1	1	1	10	3	1
(null)	OG0003512	1	2	1	1	1	1	1	1	2	0	1	1	1	1	1	1	1	1	1	2	1	1	1	1	0	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	3	1
(null)	OG0003513	1	3	1	1	1	1	1	1	1	2	1	1	1	1	0	1	1	3	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	3	1
(null)	OG0003514	1	2	2	1	1	1	2	0	1	3	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1	2	0	1	1	1	1	1	1	1	1	1	2	1	1	1	1
(null)	OG0003515	2	1	2	1	1	2	2	2	2	1	1	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	1	2	2	2	2	2	2	2	1	2	1	2	2	2	3	2
(null)	OG0003516	1	2	1	1	1	1	2	1	1	0	2	1	1	1	1	1	1	0	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	3	1	1	1	1	1
(null)	OG0003517	2	1	2	1	1	2	2	2	1	1	2	2	1	2	2	2	2	3	1	2	2	2	2	2	1	2	2	2	1	2	2	2	2	2	2	1	2	1	3	1	1	2	2	3	1
(null)	OG0003518	2	2	2	1	1	2	2	2	1	1	3	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	1	2	2	2	2	2	2	1	1	2	3	2	2	5	4
(null)	OG0003519	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1
(null)	OG0003520	0	3	0	2	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1	0	0	0	0	0
(null)	OG0003521	1	1	1	1	1	1	2	2	1	2	3	3	2	1	2	1	1	1	4	1	1	1	1	2	1	2	1	1	1	1	2	1	1	1	1	1	2	1	1	2	2	1	1	2	1
(null)	OG0003522	2	1	2	1	1	2	2	2	1	0	3	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2
(null)	OG0003523	2	2	2	2	1	2	1	2	2	2	1	2	2	1	1	2	2	1	1	3	1	1	2	2	2	2	2	2	2	5	1	2	2	3	2	1	2	4	1	3	2	0	2	1	1
(null)	OG0003524	2	0	2	0	0	3	3	3	1	0	4	1	2	1	1	1	2	4	2	3	3	1	4	3	3	1	3	4	3	2	4	4	2	3	3	3	3	0	4	0	2	1	3	5	3
(null)	OG0003526	5	5	5	2	0	5	5	4	4	0	1	1	5	5	4	5	4	5	1	5	4	4	5	1	3	5	1	5	4	1	5	5	3	5	5	4	3	2	4	2	5	2	1	5	4
(null)	OG0003527	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
(null)	OG0003529	1	2	1	1	1	1	1	1	1	0	1	2	1	2	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	2	1	1	1	1	9	1	1	2	2	1	1	1	2	1
(null)	OG0003530	1	4	2	1	1	2	2	2	1	3	4	2	1	2	1	3	2	2	1	2	2	2	2	2	2	2	2	2	2	1	3	2	2	2	2	2	2	1	2	1	2	2	2	4	2
(null)	OG0003531	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
(null)	OG0003532	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1	2	1
(null)	OG0003533	1	0	2	1	1	2	2	2	1	1	1	2	2	2	2	3	1	1	2	1	2	2	2	1	2	2	1	2	2	2	2	2	2	2	2	2	2	1	1	1	2	3	1	3	2
(null)	OG0003534	1	1	1	1	1	1	2	1	1	2	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	5	1	1	1	2	1	1	2	1	1	1	1
(null)	OG0003535	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	3	2	2	1	1	2	1	2	1	1	2	1	1	2	2	2	3	2	1	1	1	3	1	2	1	1	2	1
(null)	OG0003536	1	1	1	1	1	1	1	2	2	1	0	0	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	2	1	2	1	2	1
(null)	OG0003537	3	1	2	1	1	2	2	2	1	1	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	1	3	2	2	2	2	3	2
(null)	OG0003538	2	2	2	1	1	2	2	2	2	1	3	2	2	2	2	2	2	3	1	2	2	2	2	2	2	2	2	2	3	2	2	2	2	3	2	3	2	1	2	2	2	2	2	3	2
(null)	OG0003539	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	2	2	1	1	1	1	1
(null)	OG0003540	0	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
(null)	OG0003541	1	2	2	1	1	2	2	2	1	1	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	1	3	1	3	2	2	5	3
(null)	OG0003542	2	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	1	0	2	1	1	1	2	3	1
(null)	OG0003543	1	2	2	1	1	1	1	2	1	1	1	1	2	1	0	1	1	1	2	1	1	0	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	3	1	1	1	1	1	2	1
(null)	OG0003544	2	0	3	2	0	3	3	3	18	2	4	3	3	3	1	3	3	6	2	3	1	1	3	3	3	3	2	3	3	3	3	2	3	3	3	3	3	3	6	1	3	3	3	6	3
(null)	OG0003545	1	5	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
(null)	OG0003546	1	6	1	2	4	1	1	1	1	4	2	1	1	1	1	1	1	3	5	1	2	1	1	1	1	1	1	1	2	1	1	1	3	1	1	1	1	2	1	2	1	1	1	1	1
(null)	OG0003547	2	1	2	1	1	2	2	2	1	1	2	0	1	2	2	2	2	2	1	2	2	1	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	1	3	1	2	2	2	3	2
(null)	OG0003548	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
(null)	OG0003549	1	7	1	1	1	1	1	1	1	3	1	9	1	2	1	3	2	0	1	4	1	2	1	1	3	1	1	2	3	0	1	2	5	1	1	1	1	2	0	1	2	1	1	1	1
(null)	OG0003550	1	1	2	1	1	2	2	1	1	1	2	2	2	2	1	2	1	1	1	1	2	1	2	2	2	1	2	2	2	1	2	2	1	2	2	2	1	2	3	1	2	2	2	2	2
(null)	OG0003551	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	8	1	1	1	1	1	1	1	1
(null)	OG0003552	1	5	1	1	1	1	2	1	1	4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1
(null)	OG0003553	4	0	3	0	0	4	4	4	1	0	5	2	4	3	3	3	4	6	4	5	3	4	4	4	4	3	3	4	4	3	4	4	4	4	4	4	4	1	8	0	5	3	4	8	4
(null)	OG0003554	2	0	3	1	1	1	3	3	1	1	3	2	3	3	1	3	3	4	2	3	2	0	2	3	3	3	2	2	3	3	3	2	0	3	3	3	3	1	4	2	5	3	3	6	3
(null)	OG0003557	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	3	1
(null)	OG0003558	1	1	2	1	1	2	2	2	1	1	2	2	2	2	2	2	2	2	1	2	2	1	2	2	2	2	2	2	2	2	4	2	2	2	2	2	2	1	2	1	2	2	2	2	2
(null)	OG0003559	1	2	2	1	1	2	2	2	4	2	1	2	2	3	2	2	2	3	1	2	2	2	2	1	0	2	1	2	2	2	2	2	2	2	2	2	2	1	3	1	2	2	1	4	2
(null)	OG0003560	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1
(null)	OG0003561	1	1	2	1	1	2	1	1	1	1	4	2	2	2	2	2	1	1	1	1	2	2	2	2	2	2	3	2	1	1	2	2	2	2	2	1	1	1	1	1	2	1	2	1	1
(null)	OG0003562	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	2	1
(null)	OG0003563	2	0	2	0	0	2	3	2	3	0	3	2	1	3	1	2	2	3	0	2	1	1	2	2	2	2	2	2	2	3	3	2	1	2	2	2	2	0	4	0	2	4	2	5	2
(null)	OG0003564	1	2	1	2	1	2	2	2	1	1	4	1	2	1	1	2	2	2	1	2	2	2	2	2	2	1	2	2	2	2	2	1	2	1	2	2	2	1	1	1	1	2	1	5	2
(null)	OG0003565	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1
(null)	OG0003566	1	2	1	1	1	1	1	1	1	0	1	2	1	1	0	1	1	1	1	1	2	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	4	1
(null)	OG0003567	1	1	1	1	1	1	1	1	1	1	2	2	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1
(null)	OG0003568	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1
(null)	OG0003569	1	2	1	1	1	1	2	1	1	2	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
(null)	OG0003570	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1	2	1
(null)	OG0003571	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	2	2	2	1	1	1	1	1
(null)	OG0003572	1	1	2	1	1	2	3	2	1	2	3	2	2	2	2	2	2	3	3	2	2	2	2	2	2	2	1	2	2	2	2	2	1	2	2	2	2	0	2	1	3	2	2	4	2
(null)	OG0003573	1	0	2	1	1	2	3	3	1	1	4	1	2	1	1	1	2	2	2	2	1	1	2	2	2	2	3	2	1	2	2	2	1	2	2	2	2	1	2	1	3	1	2	3	2
(null)	OG0003574	1	2	3	1	1	2	2	1	1	0	1	1	1	1	2	2	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	2	0	1	1	1	1	1	1	1	1	1	1	2	3
(null)	OG0003575	1	0	2	1	1	2	1	2	1	1	2	1	2	2	1	3	2	1	1	2	2	1	2	2	2	2	3	2	2	1	2	2	2	2	2	2	2	1	3	1	2	2	2	2	2
(null)	OG0003576	2	1	2	1	2	2	2	2	1	1	2	2	2	2	1	2	2	2	1	3	2	2	2	2	2	2	2	2	2	2	4	2	2	2	2	3	3	2	2	4	2	3	2	2	2
(null)	OG0003577	2	1	2	1	1	2	2	2	1	1	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	3	1	2	1	2	2	2	2	2	2	2	1	3	1	2	1	2	3	2
(null)	OG0003578	1	3	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	2	2	1	1	1	1	1	1	1	2	1	1	1	1	1
(null)	OG0003579	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	3	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	4	3	1	3	1	1	1	6	1
(null)	OG0003580	1	0	1	0	0	2	1	2	1	0	2	2	2	2	2	2	1	2	1	1	2	2	2	2	1	2	2	1	2	2	1	2	1	4	1	2	2	0	2	0	4	2	2	3	2
(null)	OG0003581	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
(null)	OG0003582	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	2	1	1	1	1	1	1	2	2	2	1	1	1	2	1	1	2	1	1	1	5	2	1	1	1	1	1	1
(null)	OG0003583	1	2	1	0	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2
(null)	OG0003586	2	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1
(null)	OG0003587	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1
(null)	OG0003588	2	5	1	1	0	3	1	2	0	0	3	2	3	3	3	3	2	3	1	2	3	3	1	3	2	2	3	1	2	3	2	3	3	3	1	2	2	1	3	2	3	3	3	1	1
(null)	OG0003591	1	3	1	1	1	1	1	3	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	2	0	1	1	1	1	1	1	1	1	1	1	2	1
(null)	OG0003592	1	1	1	1	1	1	2	0	1	2	2	1	1	2	1	1	1	2	2	1	1	1	2	2	2	0	2	1	1	1	1	2	1	1	1	1	1	0	2	1	1	1	1	1	1
(null)	OG0003593	1	2	1	2	2	1	1	1	2	2	1	1	1	1	1	2	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	3	2	1
(null)	OG0003594	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	2	1	1	1	1	1
(null)	OG0003595	2	2	1	1	1	1	2	2	1	1	2	2	2	2	0	2	2	2	2	2	1	0	2	2	2	2	2	2	2	1	2	2	1	2	3	2	2	1	2	1	2	2	3	3	2
(null)	OG0003596	2	3	2	1	1	2	1	1	1	0	3	1	1	3	1	1	2	2	1	2	1	1	1	2	2	1	2	1	0	2	2	1	1	2	1	1	1	1	2	5	1	1	2	1	1
(null)	OG0003597	2	2	2	1	1	2	2	2	1	0	4	2	2	2	2	2	2	3	1	2	3	2	2	2	2	2	3	2	2	2	2	2	2	2	2	2	2	2	3	1	2	2	3	5	2
(null)	OG0003598	1	2	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1
(null)	OG0003599	1	2	1	2	3	1	1	1	7	2	1	2	2	2	1	1	2	1	0	2	1	1	1	1	0	1	2	1	1	1	2	1	2	2	1	1	1	1	2	2	1	1	1	1	1
(null)	OG0003600	3	3	2	1	2	2	2	2	1	1	3	1	2	2	1	2	2	3	2	2	1	1	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	1	2	1	2	2	2	3	2
(null)	OG0003601	3	2	2	1	1	2	2	1	1	0	2	2	2	1	2	2	2	2	3	2	2	2	2	2	1	2	2	2	1	2	3	2	2	2	2	1	1	3	2	1	2	2	2	2	1
(null)	OG0003602	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	0	1	3	1	1	1	1	1	1	1	1	1	0	2	3	1	1	1	1	1	1	1	2	2	1
(null)	OG0003603	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	2	1	2	2	2	1	1	1	2	0	1	1	2	1	1	2	2	1	2	1	1	2	1
(null)	OG0003604	1	3	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	1	2	1
(null)	OG0003605	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1
(null)	OG0003606	1	4	1	1	1	1	1	1	1	4	1	1	1	1	1	1	2	1	3	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	3	1	2	1	1	1	1	1
(null)	OG0003607	1	1	1	1	1	1	3	1	1	6	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1
(null)	OG0003608	1	4	1	1	2	1	3	1	2	3	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1
(null)	OG0003609	1	2	2	1	1	1	1	1	1	1	2	2	2	2	1	3	1	1	2	3	1	1	1	2	2	3	1	1	2	2	1	1	1	1	1	2	2	1	2	1	3	1	1	2	1
(null)	OG0003610	2	1	3	1	1	2	2	2	1	1	2	2	2	2	1	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	1	2	1	2	2	2	4	2
(null)	OG0003611	3	0	1	0	0	1	5	2	18	0	3	5	1	5	1	2	2	5	3	2	0	0	2	2	2	3	2	2	2	2	3	2	1	2	3	5	1	38	5	0	1	1	3	4	2
(null)	OG0003612	1	0	1	0	1	1	1	1	2	0	1	1	1	0	1	1	1	0	0	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	0	1	1	1	1	1
(null)	OG0003613	2	4	2	3	13	3	5	3	24	0	2	2	3	1	3	3	2	4	2	2	5	3	4	3	2	1	1	2	2	2	2	3	2	4	5	2	3	5	4	7	3	2	2	5	3
(null)	OG0003616	2	1	0	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	5	1	1	4	1	2	1	1	1	3	1	1	2	1	1	1	2	1	1	1	1	2	1	5	2	1
(null)	OG0003617	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	0	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	2	1	1	2	1	1	2	1
(null)	OG0003618	2	1	2	1	1	2	2	2	1	0	2	2	2	2	1	3	2	1	1	2	2	1	2	2	3	3	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	3	2
(null)	OG0003619	1	1	3	2	1	1	1	1	1	5	2	1	1	3	1	0	1	0	1	1	1	1	1	1	1	1	1	2	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1
(null)	OG0003620	1	1	1	1	1	1	2	2	1	1	1	2	1	2	1	2	1	2	1	1	2	1	3	1	2	2	1	2	2	1	2	1	1	3	2	2	2	1	2	1	1	1	1	4	2
(null)	OG0003621	1	2	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	0	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1
(null)	OG0003622	1	3	2	1	1	2	3	2	1	1	1	1	2	2	1	2	2	2	2	2	1	1	2	1	2	2	1	2	2	1	2	4	2	2	2	2	2	2	2	1	2	1	1	3	2
(null)	OG0003623	2	1	2	1	1	2	2	2	1	0	2	2	2	3	2	2	3	2	1	2	1	1	2	2	2	2	2	3	1	2	3	2	2	2	2	1	2	1	5	1	2	1	2	4	2
(null)	OG0003624	1	1	1	1	1	1	1	2	1	1	33	1	3	1	1	3	1	1	1	1	1	1	1	1	1	2	2	2	1	2	1	1	1	1	1	2	1	1	1	1	2	1	1	2	1
(null)	OG0003625	1	1	1	1	1	1	1	1	1	1	4	0	1	1	0	1	1	1	2	1	0	0	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	2	1	2	2
(null)	OG0003626	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	3	1	2	1	1	3	1
(null)	OG0003627	2	1	2	1	1	2	3	2	1	1	2	2	2	4	2	1	2	3	1	2	2	2	2	2	2	2	1	2	2	2	5	1	2	2	1	2	2	1	2	1	2	3	2	3	1
(null)	OG0003628	1	3	2	1	1	2	0	0	1	0	0	2	3	2	1	2	2	1	1	4	2	2	1	0	1	2	0	1	0	1	1	3	3	1	1	0	0	2	1	2	3	1	0	0	0
(null)	OG0003629	2	1	1	1	1	2	2	1	1	1	3	3	2	4	2	2	2	6	2	2	3	2	2	2	3	3	2	2	2	2	3	3	2	3	2	2	2	1	4	1	2	2	2	2	2
(null)	OG0003630	1	1	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	2	1	1	1	2	1
(null)	OG0003631	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1
