Desc	Orthogroup	Acar	Ajap	Amis	Anja	Arub	Asin	Bbom	Bbuf	Blan	Cint	Clup	Cmil	Cpic	Cpla	Cpor	Cser	Ctig	Drer	Ebur	Emac	Ggal	Ggan	Gser	Hsap	Lcha	Leri	Mdom	Muni	Npar	Oana	Pann	Pmeg	Psin	Pwal	Rbiv	Rtem	Sbom	Skow	Sorb	Spur	Tcar	Tgut	Ttru	Xlae	Xtro
(null)	OG0005523	1	3	1	1	1	1	1	1	1	0	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1
(null)	OG0005524	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1
(null)	OG0005525	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1
(null)	OG0005526	1	2	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	2	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	3	1
(null)	OG0005527	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	2	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1
(null)	OG0005528	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1	1	1	1	2	1	1	1	2	1	1	1	1	1
(null)	OG0005529	1	0	1	2	0	1	1	1	1	0	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	2	1
(null)	OG0005530	1	1	1	1	1	1	1	1	1	0	1	1	2	1	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
(null)	OG0005531	1	1	1	1	1	1	1	1	1	0	2	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1	1	4	2	1	2	1	1	1	1	1	1	1	1	1	1	1
(null)	OG0005532	1	1	1	0	0	1	0	0	1	1	0	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	0	0	1	1	1	1	1	1	0	0
(null)	OG0005533	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	0	1	2	0	1	0	0
(null)	OG0005534	1	1	0	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	2	1	1	1	1	3	1
(null)	OG0005535	0	1	1	1	1	1	1	1	1	1	4	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	2	1
(null)	OG0005536	1	1	1	1	1	1	1	1	1	3	2	1	1	1	1	1	2	1	2	1	2	1	1	1	1	1	1	2	1	1	1	2	1	1	3	1	1	1	1	1	1	1	1	1	1
(null)	OG0005537	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
(null)	OG0005538	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	2	1	1	1	0	1	1	1	1	1	1	1	1	2	2	0	1	1	1	1	1	1	1	1	1	1	2	1
(null)	OG0005539	1	2	1	1	1	1	1	1	1	2	1	0	1	0	0	1	2	1	1	1	0	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	2	1
(null)	OG0005540	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	2	1	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1
(null)	OG0005541	1	2	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	3	1	2	1
(null)	OG0005542	1	3	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1
(null)	OG0005543	1	1	2	2	1	1	1	1	2	2	1	1	1	3	1	1	2	1	2	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	2	1	1	1	1	1	1	1	1	1	1
(null)	OG0005544	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	0	1	2	1	1	1	1	1
(null)	OG0005545	0	0	0	0	1	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	1	0	5	0	0	0	0	0
(null)	OG0005546	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
(null)	OG0005547	1	3	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	2	1
(null)	OG0005548	1	0	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1
(null)	OG0005549	1	3	1	1	1	1	2	2	2	2	1	1	1	1	1	1	1	3	2	10	1	1	2	1	1	1	1	2	2	1	2	1	2	2	3	3	2	1	2	1	1	1	1	4	2
(null)	OG0005550	0	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	2	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	3	1	1	1
(null)	OG0005551	1	2	1	1	1	1	1	1	3	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1	2
(null)	OG0005552	1	2	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1
(null)	OG0005553	2	1	1	1	1	1	1	1	1	1	11	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	1
(null)	OG0005554	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1
(null)	OG0005555	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1
(null)	OG0005556	5	0	3	0	0	3	5	3	5	0	2	3	3	3	2	3	3	3	1	4	4	2	4	3	3	3	3	4	3	2	5	3	3	5	4	3	6	0	3	0	4	2	3	9	5
(null)	OG0005557	0	0	0	9	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
(null)	OG0005558	1	2	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	0	1	2	1
(null)	OG0005559	1	0	1	2	1	2	1	1	3	2	1	2	1	1	1	1	1	3	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1	1	2	1
(null)	OG0005560	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1
(null)	OG0005561	1	2	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
(null)	OG0005562	1	4	1	1	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1
(null)	OG0005564	1	1	1	1	1	1	2	1	1	1	2	0	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1
(null)	OG0005565	1	2	1	1	1	1	2	1	1	1	0	1	1	1	0	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	2	1
(null)	OG0005566	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1	1
(null)	OG0005567	1	1	1	1	1	1	1	1	1	0	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1
(null)	OG0005568	0	2	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	0	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1
(null)	OG0005569	0	2	1	1	1	1	1	1	0	1	1	1	1	1	2	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1
(null)	OG0005570	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1
(null)	OG0005571	1	1	1	1	1	1	1	2	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	3	1	1	1	1	1	2	1	1	1	1	1	1	2	1
(null)	OG0005572	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	4	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	3	1
(null)	OG0005573	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	2	1	2	1
(null)	OG0005574	1	1	1	1	1	1	1	1	1	0	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1
(null)	OG0005575	2	0	2	1	1	2	1	1	2	1	3	2	2	2	1	2	2	2	1	2	2	2	1	2	2	2	2	1	1	1	2	2	1	2	1	1	1	0	2	1	2	1	2	2	1
(null)	OG0005576	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1
(null)	OG0005577	0	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1
(null)	OG0005578	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1
(null)	OG0005579	2	1	0	1	1	2	3	1	1	1	1	2	1	3	1	2	2	2	1	2	1	1	2	1	2	2	2	2	1	2	3	2	1	2	3	1	1	1	4	1	2	1	1	3	1
(null)	OG0005580	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	3	1
(null)	OG0005581	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1
(null)	OG0005582	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	3	1
(null)	OG0005584	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
(null)	OG0005585	1	2	1	1	1	1	1	1	1	1	4	1	1	1	0	1	1	1	2	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	1	1	0	1	3	1	1	1	2	1
(null)	OG0005586	1	4	1	2	15	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	3	2
(null)	OG0005587	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1
(null)	OG0005588	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
(null)	OG0005589	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	0
(null)	OG0005590	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1
(null)	OG0005591	1	3	1	2	1	1	2	1	1	3	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1
(null)	OG0005592	1	1	1	1	1	1	1	0	1	1	2	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1
(null)	OG0005593	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1
(null)	OG0005594	2	0	2	1	1	2	2	2	0	1	2	3	2	3	1	1	2	2	1	2	1	1	2	2	1	2	1	2	1	2	4	2	1	2	2	2	3	1	2	1	3	1	2	5	2
(null)	OG0005595	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
(null)	OG0005596	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2
(null)	OG0005597	1	1	0	1	1	1	1	1	1	1	2	1	1	1	0	0	2	1	2	1	1	0	1	1	0	1	1	1	1	1	1	0	1	1	1	2	1	1	1	1	2	0	0	3	1
(null)	OG0005598	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2
(null)	OG0005599	1	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1
(null)	OG0005600	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1
(null)	OG0005601	2	1	2	1	1	2	2	2	1	1	1	2	2	3	2	1	2	2	1	2	2	2	2	2	2	1	2	2	2	0	2	2	2	2	2	2	2	1	2	2	1	1	2	2	2
(null)	OG0005603	8	2	0	0	0	0	2	2	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	9	0	2	1	0	0	0	0	0	11	0	0	0	1	0	0	0	0	0	1	0
(null)	OG0005604	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
(null)	OG0005605	0	0	0	0	0	0	0	2	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	3	0	0	0	0	0	0	0	0	0
(null)	OG0005607	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
(null)	OG0005608	2	1	2	1	1	2	2	2	1	0	2	2	2	2	2	2	2	2	1	2	2	2	2	3	2	2	2	2	2	2	1	2	2	2	2	2	2	1	3	1	2	2	2	3	2
(null)	OG0005609	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1
(null)	OG0005610	2	1	1	1	1	1	1	1	1	1	3	1	1	0	0	1	1	1	2	1	0	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1
(null)	OG0005611	1	2	1	2	1	1	1	1	1	1	2	2	1	1	1	1	1	1	3	1	1	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1	1	2	1	1	1	1	1	4	1
(null)	OG0005612	2	1	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1
(null)	OG0005613	1	2	1	3	1	1	1	1	1	1	2	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	0	1	1	1
(null)	OG0005614	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	1	2	2	1
(null)	OG0005615	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1
(null)	OG0005616	1	1	1	0	1	1	1	1	1	0	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	3	1	1	2	1
(null)	OG0005617	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
(null)	OG0005618	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	1
(null)	OG0005619	1	1	1	1	1	1	1	1	1	1	3	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1
(null)	OG0005620	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1
(null)	OG0005621	0	1	1	1	1	1	2	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
(null)	OG0005622	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2
(null)	OG0005623	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1
(null)	OG0005624	0	3	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1
(null)	OG0005625	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1
(null)	OG0005626	1	1	1	1	1	1	1	0	1	1	6	1	1	1	1	0	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1
(null)	OG0005627	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1
(null)	OG0005628	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	2	1
(null)	OG0005629	1	2	1	0	1	1	2	1	1	0	1	2	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	2	1
(null)	OG0005630	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	3	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	2	1
(null)	OG0005631	1	2	1	1	1	2	1	2	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1
(null)	OG0005632	1	3	1	1	1	1	1	2	1	0	1	1	1	2	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1
(null)	OG0005633	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1
(null)	OG0005634	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1
(null)	OG0005635	2	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1
(null)	OG0005636	1	4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	5	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	2	2
(null)	OG0005637	1	2	2	1	1	3	1	2	1	2	1	2	1	3	1	1	3	1	1	2	1	2	2	1	1	3	1	2	1	2	3	1	1	2	2	2	2	1	1	1	1	1	1	3	2
(null)	OG0005638	1	2	1	1	1	1	1	1	1	0	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	2	2	1	1	2	1
(null)	OG0005639	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1
(null)	OG0005640	1	1	1	1	1	1	2	1	1	1	2	0	1	0	1	1	2	1	0	1	0	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	2	1
(null)	OG0005641	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1
(null)	OG0005642	1	2	1	1	3	1	1	1	3	0	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
(null)	OG0005643	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	0	2	1	1	1	1	1	1	1	1	1	2	1	1	2	2	1
(null)	OG0005644	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	2	1	1	2	1	1	2	1
(null)	OG0005645	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
(null)	OG0005646	1	0	1	0	0	1	2	1	2	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	2	1
(null)	OG0005647	1	2	1	1	1	1	2	1	1	1	1	0	1	1	1	1	1	2	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	2	1
(null)	OG0005648	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1
(null)	OG0005649	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1
(null)	OG0005650	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1
(null)	OG0005651	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1
(null)	OG0005652	2	0	2	1	1	2	2	2	2	0	5	1	2	1	2	2	3	3	1	2	3	2	1	2	2	1	1	1	2	2	2	2	2	2	1	2	2	1	2	2	2	2	2	4	2
(null)	OG0005653	1	3	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1
(null)	OG0005654	3	0	3	0	0	2	3	3	0	0	5	4	3	4	3	3	3	6	3	3	3	2	3	3	2	4	3	3	2	3	3	3	3	3	3	3	3	0	6	0	3	3	3	6	3
(null)	OG0005655	3	0	2	0	0	3	5	5	0	0	3	4	3	6	0	3	3	6	0	4	2	1	3	2	4	6	2	4	4	4	6	3	2	7	3	4	4	0	5	0	3	0	2	4	2
(null)	OG0005656	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0
(null)	OG0005659	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	2	1
(null)	OG0005660	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	1	0	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1
(null)	OG0005661	1	4	1	1	1	1	1	1	1	0	1	2	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	3	1	2	1
(null)	OG0005662	1	1	1	1	1	1	1	1	1	0	2	1	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1
(null)	OG0005663	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	2	1	1	1	1	1	1	1	1	1	1	2	1	1
(null)	OG0005664	1	1	1	1	1	0	0	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	3	1
(null)	OG0005665	1	2	1	2	1	1	1	0	1	0	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	0	1	1	3	1	1	1	0	0	1	1	1	1	1	1	0	0
